Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
08-Jun-2026,"INR 199,451.76",15.0,Dinesh Mohan,08-Jun-2026 06:05 PM,033.pdf (122.00 KB),AOC,1.0,5926655.0,M/S VIRAT TRADERS,INR,"199,451.76","U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-4, basti",2026_UPIDC_1115970_3,07/EE/2025-26,Clearance of Bharwaliya Drain from KM 0.000 to KM 5.100 in District Basti,1,5928601,Adya Construction,25-Feb-2026 11:39 AM,Rejected-Finance,AS PER UPLOAD,28-Mar-2026 01:14 PM,Finance,AS PER UPLOAD,Dinesh Mohan,26-Mar-2026 07:46 PM,,BOQ Comparative Chart,Dinesh Mohan,Internal,VISHWANATH SHUKLA,Dinesh Mohan,11-Mar-2026 04:58 PM,12-Mar-2026 05:00 PM,techsummary_2071218.pdf (210.14 KB),Technical,AS PER UPLOAD,Dinesh Mohan,11-Mar-2026 01:49 PM,,Dinesh Mohan,Internal,Vishwanath Shukla,Dinesh Mohan,28-Mar-2026 01:14 PM,finsummary_2071218.pdf (35.30 KB),AOC,1.0,Corrigendum,Date,,1.0,SBI Bank,"11,000",No,fixed,,Nil,Nil,"Executive Engineer Saryu Nahar Khand-4,Basti (U.","Executive Engineer Saryu Nahar Khand-4,Basti (U.",16-Feb-2026 10:00 AM,25-Feb-2026 12:30 PM,16-Feb-2026 10:00 AM,25-Feb-2026 12:00 PM,NA ,NA ,16-Feb-2026 10:00 AM,25-Feb-2026 12:00 PM,12-Mar-2026 05:00 PM,Clearance of Bharwaliya Drain from KM 0.000 to KM 5.100 in District Basti,Clearance of Bharwaliya Drain from KM 0.000 to KM 5.100 in District Basti,Please refer Tender documents. ,NA ,"5,36,000",Civil Works,NA ,Rate Contract,90.0,15.0,BASTI,272001.0,NA ,NA ,NA ,"Executive Engineer Saryu Nahar Khand-4,Basti (U.",No ,No,1.0,Fee/PreQual/Technical,.pdf,AS PER UPLOAD,795.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-4, basti",07/EE/2025-26,2026_UPIDC_1115970_3,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,2,5928285,M/S BADRUNNISHA CONTRACTOR,25-Feb-2026 11:13 AM,Rejected-Finance,AS PER UPLOAD,28-Mar-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,AS PER UPLOAD,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5925830,M/S OM SAI TRADERS,24-Feb-2026 08:12 PM,Rejected-Finance,AS PER UPLOAD,28-Mar-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5922995,M/S SINGH CONSTRUCTION COMPANY,24-Feb-2026 02:20 PM,Rejected-Finance,AS PER UPLOAD,28-Mar-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5902392,M/S UMA SHANKAR YADAV,24-Feb-2026 09:25 PM,Rejected-Finance,AS PER UPLOAD,28-Mar-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,5926655,M/S VIRAT TRADERS,25-Feb-2026 09:38 AM,Accepted-AOC,AS PER UPLOAD,08-Jun-2026 06:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,5916001,RAJESH TRADERS,24-Feb-2026 01:56 PM,Rejected-Finance,AS PER UPLOAD,28-Mar-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
