Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
Er Narendra Chaudhry,Internal,,Narendra chaudhary,22-May-2026 04:32 PM,22-May-2026 04:35 PM,techsummary_2134595.pdf (476.36 KB),Technical,Summary,Narendra chaudhary,22-May-2026 04:30 PM,technical_2134595.pdf,15-Jun-2026,"INR 2,815,959.07",90.0,Narendra chaudhary,15-Jun-2026 04:11 PM,Adhar0004.pdf (1230.00 KB),l1,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2026_REDUP_1142669_66,59/RED/Tender/Unnao/26-27 Dt-06-04-2026,Gram Panchyat Targaoo Mazra Adhar Khera me Shivpal ke Darwaje se Ram Gulam pal ke Darwaje tak. Vikash Khand- Bicchiya,1,6084796,JAI SHREE SHYAM ENTERPRISES,04-May-2026 12:01 AM,Accepted-AOC,l1,15-Jun-2026 04:11 PM,Finance,Summary,Narendra chaudhary,15-Jun-2026 04:06 PM,finance_2134595.pdf,BOQ Comparative Chart,Er Narendra Chaudhry,Internal,,Narendra chaudhary,15-Jun-2026 04:08 PM,finsummary_2134595.pdf (1230.23 KB),1.0,6084796.0,JAI SHREE SHYAM ENTERPRISES,INR,"2,815,959.07",AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,59/RED/Tender/Unnao/26-27 Dt-06-04-2026,2026_REDUP_1142669_66,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Er Narendra Chaudhary,Vikas Bhawan Unnao,1.0,SBI Bank,28-Apr-2026 09:00 AM,04-May-2026 12:30 PM,28-Apr-2026 09:00 AM,04-May-2026 12:00 PM,NA ,NA ,28-Apr-2026 09:00 AM,04-May-2026 12:00 PM,22-May-2026 04:35 PM,"57,000",Yes,fixed,,Nil,Nil,Gram Panchyat Targaoo Mazra Adhar Khera me Shivpal ke Darwaje se Ram Gulam pal ke Darwaje tak. Vikash Khand- Bicchiya,Gram Panchyat Targaoo Mazra Adhar Khera me Shivpal ke Darwaje se Ram Gulam pal ke Darwaje tak. Vikash Khand- Bicchiya,Plz Refer Doc ,NA ,"28,38,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED OFFICE UNNAO,No ,No,"2,384",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,6084718,M/S RAHUL PRATAP SINGH,03-May-2026 02:35 PM,Rejected-AOC,l2,15-Jun-2026 04:11 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,AOC
