Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD - 36 Jaunpur",2026_UPIDC_1151643_1,01/AEIV/2026-27 Lot 27,SCRAPPING WORK IN SENAPUR DRAIN FROM KM. 3.400 TO KM. 0.000,1.0,6152928.0,RAMNAYAN SINGH CONSTRUCTION,INR,"62,775",1,6152928,RAMNAYAN SINGH CONSTRUCTION,30-May-2026 10:11 AM,Accepted-AOC,L1,29-Jun-2026 03:17 PM,29-Jun-2026,"INR 62,775",10.0,Narsingh Ram,29-Jun-2026 03:16 PM,27.pdf (385.00 KB),NARSINGH RAM,Internal,,Narsingh Ram,31-May-2026 03:40 PM,01-Jun-2026 09:00 AM,techsummary_2157145.pdf (196.12 KB),Finance,oj,Narsingh Ram,29-Jun-2026 03:09 PM,finance_2157145.pdf,BOQ Comparative Chart,NARSINGH RAM,Internal,,Narsingh Ram,29-Jun-2026 03:11 PM,finsummary_2157145.pdf (199.71 KB),Technical,ok,Narsingh Ram,31-May-2026 03:19 PM,technical_2157145.pdf,AOC,ASSISTANT ENGINEER IV SSK36 JAUNPUR,ASSISTANT ENGINEER IV SSK36 JAUNPUR,SCRAPPING WORK IN SENAPUR DRAIN FROM KM. 3.400 TO KM. 0.000,SCRAPPING WORK IN SENAPUR DRAIN FROM KM. 3.400 TO KM. 0.000,Please refer Tender documents. ,NA ,"1,19,000",Civil Works,NA ,Tender,90.0,10.0,ASSISTANT ENGINEER IV SSK36 JAUNPUR,222002.0,NA ,NA ,NA ,ASSISTANT ENGINEER IV SSK36 JAUNPUR,No ,No,1,Fee/PreQual/Technical,.pdf,Technical,"2,380",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD - 36 Jaunpur",01/AEIV/2026-27 Lot 27,2026_UPIDC_1151643_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,23-May-2026 11:00 AM,30-May-2026 02:00 PM,23-May-2026 11:00 AM,30-May-2026 01:00 PM,NA ,NA ,23-May-2026 11:00 AM,30-May-2026 01:00 PM,01-Jun-2026 09:00 AM,679.0,Nil,Nil,No,AOC
,,,,,,,,,2,6149589,SAJAL SINGH,29-May-2026 08:43 PM,Rejected-AOC,L2,29-Jun-2026 03:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
