S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,FDR - Fixed Deposit,"12,364",EO NPP KOSIKALAN,KOSIKALAN,No,"10,26,620",No,fixed,,EO NPP KOSIKALAN,KOSIKALAN,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL,20-Apr-2026 09:00 AM,20-May-2026 03:00 PM,20-Apr-2026 09:00 AM,20-May-2026 02:00 PM,NA ,NA ,20-Apr-2026 09:00 AM,20-May-2026 02:00 PM,30-May-2026 11:15 AM,Directorate of Local Bodies UP||Nagar Palika Parishad Kosikalan Mathura,01/NPPKOSI/TIED GRANT/PANI TANKI/2026-27,2026_DOLBU_1139131_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Construction of OHT 400 KL 16 M staging Supply laying jointing of Feeder Main Rising Main and Distribution System including supply of all materials labour T or P etc. including Defect liability period of 1 Year At ward no. 13 Behind Krisna dham,Construction of OHT 400 KL 16 M staging Supply laying jointing of Feeder Main Rising Main and Distribution System including supply of all materials labour T or P etc. including Defect liability period of 1 Year At ward no. 13 Behind Krisna dham,Please refer Tender documents. ,NA ,"1,02,66,202",Civil Works - Others,NA ,Tender,365.0,365.0,EO NPP KOSIKALAN,281403.0,NA ,NA ,NA ,EO NPP KOSIKALAN,No ,No,EO NPP KOSIKALAN,EO NPP KOSIKALAN,AOC,E O,Internal,"Accountent, J E CIVIL",Yogendra Kumar Rawat,30-May-2026 11:14 AM,30-May-2026 11:15 AM,techsummary_2126881.pdf (567.97 KB),Finance,financial,Akhilesh kumar kumar,22-Jun-2026 12:29 PM,,BOQ Comparative Chart,EO,Internal,Accountent je civil,Akhilesh kumar kumar,22-Jun-2026 12:34 PM,finsummary_2126881.pdf (937.49 KB),Technical,technical,Akhilesh kumar kumar,30-May-2026 11:05 AM,technical_2126881.pdf,1.0,6122986.0,M/S SATYA PAL SHARMA THEKEDAR,INR,"10,187,152.24",Directorate of Local Bodies UP||Nagar Palika Parishad Kosikalan Mathura,2026_DOLBU_1139131_1,01/NPPKOSI/TIED GRANT/PANI TANKI/2026-27,Construction of OHT 400 KL 16 M staging Supply laying jointing of Feeder Main Rising Main and Distribution System including supply of all materials labour T or P etc. including Defect liability period of 1 Year At ward no. 13 Behind Krisna dham,1,6122959,M/S ASHI CONSTRUCTION AND SUPPLIERS,22-Jul-2026 06:02 PM,Rejected-Finance,NOT ACCEPTED,22-Jun-2026 12:34 PM,22-Jun-2026,"INR 10,187,152.24",365.0,Akhilesh kumar kumar,22-Jun-2026 12:36 PM,order.pdf (937.00 KB),Construction of OHT 400 KL 16 M staging Supply laying jointing of Feeder Main Rising Main and Distribution System including supply of all materials labour T or P etc. including Defect liability period,AOC
2.0,RTGS - RTGS Payment,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6123021,M/S P.K. CONSTRUCTION CO.,19-May-2026 02:48 PM,Rejected-Finance,NOT ACCEPTED,22-Jun-2026 12:34 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6122986,M/S SATYA PAL SHARMA THEKEDAR,19-May-2026 02:54 PM,Accepted-AOC,Accepted,22-Jun-2026 12:36 PM,,,,,,,,AOC
