Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"EE, RED, Saharanpur","O/o EE, RED, Saharanpur Vikas Bhawan, SRE",1.0,SBI Bank,02-Feb-2026 10:00 AM,09-Feb-2026 12:30 PM,02-Feb-2026 10:00 AM,07-Feb-2026 12:00 PM,NA ,NA ,02-Feb-2026 10:00 AM,07-Feb-2026 12:00 PM,17-Feb-2026 12:00 PM,"29,000",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SAHARANPUR,1095/RED/Accounts/Tender/25-26 date26-12-2025,2026_REDUP_1111220_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Techinical document,Gram Murad Khedi Mein master Satpal ke Makan se Samudayik shauchalay ki or CC road Sadak Nirman V Nali Nirman,Gram Murad Khedi Mein master Satpal ke Makan se Samudayik shauchalay ki or CC road Sadak Nirman V Nali Nirman,Gram Murad Khedi Mein master Satpal ke Makan se Samudayik shauchalay ki or CC road Sadak Nirman V Nali Nirman ,NA ,"14,46,000",Civil Works,NA ,Tender,90.0,90.0,Saharanpur,247001.0,"O/o EE, RED, Saharanpur Vikas Bhawan, SRE. ","O/o EE, RED, Saharanpur Vikas Bhawan, SRE ",03-Feb-2026 10:00 AM ,Executive Engineer,No ,No,766.0,Nil,Nil,No,AOC,Ravi,Internal,pavan kuamar rajender kumar,Rajendra Kumar,11-Mar-2026 01:30 PM,finsummary_2052701.pdf (98.11 KB),Technical,ok,Rajendra Kumar,16-Feb-2026 03:21 PM,technical_2052701.pdf,Ravi,Internal,Pavan kumar rajendra kumar,SANDEEP KUMAR AGARWAL,16-Feb-2026 06:00 PM,17-Feb-2026 12:00 PM,techsummary_2052701.pdf (98.16 KB),Finance,ok,Rajendra Kumar,11-Mar-2026 01:27 PM,finance_2052701.pdf,BOQ Comparative Chart,1.0,5842729.0,SHIV CONSTRUCTION,07-Feb-2026 12:50 AM,Accepted-AOC,L1,17-Jun-2026 10:07 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SAHARANPUR,2026_REDUP_1111220_7,1095/RED/Accounts/Tender/25-26 date26-12-2025,Gram Murad Khedi Mein master Satpal ke Makan se Samudayik shauchalay ki or CC road Sadak Nirman V Nali Nirman,1.0,5842729.0,SHIV CONSTRUCTION,INR,"1,366,237.05",17-Jun-2026,"INR 1,366,237.05",90.0,Rajendra Kumar,17-Jun-2026 10:07 AM,dd.pdf (98.00 KB),L1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,feess end emd,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5844449.0,YAMUNA ENTERPRISES,06-Feb-2026 06:52 PM,Rejected-Finance,ok,11-Mar-2026 01:30 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
