Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,TECHNICAL,840.0,EO NPP KOSIKALAN,KOSIKALAN,No,Directorate of Local Bodies UP||Nagar Palika Parishad Kosikalan Mathura,01/NPPKOSI/UNTEID GRANT/15 VITT/2026-27,2026_DOLBU_1139132_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,20-Apr-2026 09:00 AM,08-May-2026 03:00 PM,20-Apr-2026 09:00 AM,08-May-2026 02:00 PM,NA ,NA ,20-Apr-2026 09:00 AM,08-May-2026 02:00 PM,15-May-2026 05:50 PM,1.0,FDR - Fixed Deposit,2- WARD NO 13 MANIRAMWASS ME M K ELLECRICALS WALI GALI ME SHOKAT SE LAKAR CHANDAR KABADIYA KE HOUSE TAK C C ROAD OR MUSLIM BASTI BABU SE LAKAR SHABIR HOTE ISLAM KE MAKAN TAK INTERLOKING ROAD OR NALI KA NIRMAN KARY,2- WARD NO 13 MANIRAMWASS ME M K ELLECRICALS WALI GALI ME SHOKAT SE LAKAR CHANDAR KABADIYA KE HOUSE TAK C C ROAD OR MUSLIM BASTI BABU SE LAKAR SHABIR HOTE ISLAM KE MAKAN TAK INTERLOKING ROAD OR NALI KA NIRMAN KARY,Please refer Tender documents. ,NA ,"5,08,529",Civil Works - Roads,NA ,Tender,60.0,60.0,EO NPP KOSIKALAN,281403.0,NA ,NA ,NA ,EO NPP KOSIKALAN,No ,No,"50,860",No,fixed,,EO NPP KOSIKALAN,KOSIKALAN,EO NPP KOSIKALAN,EO NPP KOSIKALAN,AOC,Technical,technical,Akhilesh kumar kumar,15-May-2026 04:09 PM,technical_2126889.pdf,EO,Internal,Accountent je civil,Akhilesh kumar kumar,20-Jun-2026 05:37 PM,finsummary_2126889.pdf (915.37 KB),Finance,Financial,Akhilesh kumar kumar,20-Jun-2026 05:35 PM,finance_2126889.pdf,BOQ Comparative Chart,EO,Internal,Accountent je civil,Akhilesh kumar kumar,15-May-2026 05:42 PM,15-May-2026 05:50 PM,techsummary_2126889.pdf (516.26 KB),20-Jun-2026,"INR 508,020.47",60.0,Akhilesh kumar kumar,20-Jun-2026 05:41 PM,order.pdf (915.00 KB),WARD NO 13 MANIRAMWASS ME M K ELLECRICALS WALI GALI ME SHOKAT SE LAKAR CHANDAR KABADIYA KE HOUSE TAK C C ROAD OR MUSLIM BASTI BABU SE LAKAR SHABIR HOTE ISLAM KE MAKAN TAK INTERLOKING ROAD OR NALI KA N,1,6096671,M/S BALRAM SHARMA THEKEYDAR,07-May-2026 04:44 PM,Rejected-Finance,Not Accepted,20-Jun-2026 05:37 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Kosikalan Mathura,2026_DOLBU_1139132_2,01/NPPKOSI/UNTEID GRANT/15 VITT/2026-27,2- WARD NO 13 MANIRAMWASS ME M K ELLECRICALS WALI GALI ME SHOKAT SE LAKAR CHANDAR KABADIYA KE HOUSE TAK C C ROAD OR MUSLIM BASTI BABU SE LAKAR SHABIR HOTE ISLAM KE MAKAN TAK INTERLOKING ROAD OR NALI KA NIRMAN KARY,1.0,6098370.0,M/S R K S Work Contractor,INR,"508,020.47",AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6098497,M/S Jay Kay Infratech,08-May-2026 11:29 AM,Rejected-Finance,Not Accepted,20-Jun-2026 05:37 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6098370,M/S R K S Work Contractor,08-May-2026 11:03 AM,Accepted-AOC,Accepted,20-Jun-2026 05:41 PM,,,,,,,,,,AOC
