Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Tender Stage
05-Jun-2026,"INR 1,308,693.05",30.0,Arvind Kumar Pandey,05-Jun-2026 05:12 PM,ETEN.pdf (125.00 KB),,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||Irrigation Works Circle, Banda||KCD, banda",2026_UPIDC_1144515_1,01/EE/2026-27,Reconstruction of Syphon at Km 26.150 of Alona Dy.,1.0,6104135.0,M/s V.S. Construction and Suppliers,INR,"1,308,693.05",1,6103293,DINESH KUMAR NIGAM THEKEDAR,13-May-2026 08:44 AM,Rejected-Finance,L4,05-Jun-2026 05:08 PM,Finance,,Arvind Kumar Pandey,04-Jun-2026 05:00 PM,finance_2138521.pdf,BOQ Comparative Chart,Executive Engineer,Internal,Executive Engineer Ken Canal Division Banda Executive Engineer ID ist Karvi Assistant Engineer Ken Canal Division Banda,Arvind Kumar Pandey,22-May-2026 01:00 PM,22-May-2026 01:20 PM,techsummary_2138521.pdf (325.49 KB),Technical,Admitted,Arvind Kumar Pandey,22-May-2026 12:53 PM,technical_2138521.pdf,Executive Engineer,Internal,,Arvind Kumar Pandey,05-Jun-2026 05:08 PM,finsummary_2138521.pdf (250.01 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||Irrigation Works Circle, Banda||KCD, banda",01/EE/2026-27,2026_UPIDC_1144515_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"34,000",No,fixed,,Nil,Nil,1.0,Changing of Bid Submission and Opening Date,Date,,Reconstruction of Syphon at Km 26.150 of Alona Dy.,Reconstruction of Syphon at Km 26.150 of Alona Dy.,Please refer Tender documents. ,NA ,"16,70,000",Civil Works,NA ,Tender,90.0,NA ,Alona Dy. Km. 26.150,210001.0,NA ,NA ,NA ,KEN CANAL DIVISION BANDA,No ,No,04-May-2026 11:00 AM,13-May-2026 03:30 PM,04-May-2026 11:00 AM,13-May-2026 03:00 PM,NA ,NA ,04-May-2026 11:00 AM,13-May-2026 03:00 PM,22-May-2026 01:20 PM,EXECUTIVE ENGINEER KEN CANAL DIVISION BANDA,KEN CANAL DIVISION BANDA,1.0,Fee/PreQual/Technical,.pdf,NIT,"1,104",Nil,Nil,No,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,2,6102583,M/s BALENDRA SINGH BHADAURIA,10-May-2026 01:22 PM,Rejected-Finance,L2,05-Jun-2026 05:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC
,,,,,,,,,,,,,,,,3,6100995,M/S Keshav Construction,11-May-2026 10:19 AM,Rejected-Finance,L3,05-Jun-2026 05:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,6111845,M/S VED PRAKASH,13-May-2026 01:14 PM,Rejected-Finance,L6,05-Jun-2026 05:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,6105777,M/S VIGHNAHARTA ENTERPRISES AND CONSTRUCTION,13-May-2026 02:15 PM,Rejected-Finance,L5,05-Jun-2026 05:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,6104135,M/s V.S. Construction and Suppliers,11-May-2026 09:09 PM,Accepted-AOC,L1,05-Jun-2026 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
