Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Technical,2 Bidder Admitted,RAKESH KUMAR,10-Jun-2026 02:40 PM,technical_2152652.pdf,25-Jun-2026,"INR 373,920",45.0,RAKESH KUMAR,24-Jun-2026 01:11 PM,Lot26.pdf (810.00 KB),Aoc,Rakesh Kumar,Internal,Rakesh Kumar,RAKESH KUMAR,10-Jun-2026 02:43 PM,10-Jun-2026 03:00 PM,techsummary_2152652.pdf (102.57 KB),"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||BDLGC, etawah",2026_UPIDC_1149722_26,01/EE/2026-27,Auction of Silt/Soil from Km 112.678 to 113.458 (Lakhna Bridge) Old of Bhognipur Branch,1,6150198,M/S SHREE RADHEY CONSTRUCTION,28-May-2026 08:32 PM,Accepted-AOC,Complete,24-Jun-2026 01:12 PM,Finance,2 Bidder Admitted,RAKESH KUMAR,10-Jun-2026 04:44 PM,,BOQ Comparative Chart,Rakesh Kumar,Internal,Rakesh Kumar,RAKESH KUMAR,24-Jun-2026 12:47 PM,finsummary_2152652.pdf (102.57 KB),1.0,6150198.0,M/S SHREE RADHEY CONSTRUCTION,INR,"373,920",AOC,Auction of Silt/Soil from Km 112.678 to 113.458 (Lakhna Bridge) Old of Bhognipur Branch,Auction of Silt/Soil from Km 112.678 to 113.458 (Lakhna Bridge) Old of Bhognipur Branch,Please refer Tender documents. ,NA ,"3,54,000",Civil Works - Canal,NA ,Tender,90.0,45.0,Etawah,206001.0,NA ,NA ,NA ,Etawah,No ,No,1,Fee/PreQual/Technical,.pdf,NIt,18-May-2026 11:00 AM,29-May-2026 03:00 PM,18-May-2026 11:00 AM,29-May-2026 02:00 PM,NA ,NA ,18-May-2026 11:00 AM,29-May-2026 02:00 PM,10-Jun-2026 03:00 PM,Executive Engineer,"BDLGC, Etawah",1.0,SBI Bank,767.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||BDLGC, etawah",01/EE/2026-27,2026_UPIDC_1149722_26,Yes,Auction,Item Rate,Works,2.0,No,No,Online,No,No,No,"53,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,6150065,Uday pratap singh chauhan,28-May-2026 08:02 PM,Rejected-AOC,Complete,24-Jun-2026 01:12 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
