Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra||Unit-4 Agra,2026_UPPRC_1121369_1,10/PM-4/UPPCL/2025-26 Dated 27.02.2026,"Renovation Work of Ambedakar Murti , Room, ISS toilet FF Floor, History Department and Roof Replacement of Dr B.R.A.University at Paliwal Park Campus, , Agra (U.P)",1.0,5950699.0,M/s B.N. GOEL AND COMPANY,INR,"2,975,729.15",1,5950699,M/s B.N. GOEL AND COMPANY,08-Mar-2026 03:29 PM,Accepted-AOC,L1,25-Jun-2026 07:01 PM,30-Apr-2026,"INR 2,975,729.15",180.0,SANDEEP SINGH CHAUDHARY,25-Jun-2026 07:01 PM,AOC.pdf (106.00 KB),Work Awarded to M/s B.N. Goel and Co.,Sandeep Singh Chaudhary Project Manager Unit-4 Agra,Internal,"Sanjay Singh Projects Manager Unit-32 Aligarh, , Shravan Kumar Accountant Unit-4 Agra",SANDEEP SINGH CHAUDHARY,25-Mar-2026 08:52 PM,finsummary_2086494.pdf (112.71 KB),Technical,Two Bids Out of Two Bids Admitted for Technical Valuation,SANDEEP SINGH CHAUDHARY,11-Mar-2026 07:25 PM,,Sandeep Singh Chaudhary Project Manager Unit-4 Agra,Internal,"Sanjay Singh Projects Manager Unit-32 Aligarh, , Shravan Kumar Accountant Unit-4 Agra",SANDEEP SINGH CHAUDHARY,25-Mar-2026 03:00 PM,25-Mar-2026 03:30 PM,techsummary_2086494.pdf (3475.99 KB),Finance,Two Financial Bids admitted for Financial Evaluation out of Two Bids,RAJIV KUMAR PANDEY,25-Mar-2026 08:34 PM,,BOQ Comparative Chart,AOC,"61,000",No,fixed,,Nil,Nil,"5,900",Nil,Nil,No,1.0,SBI Bank,28-Feb-2026 05:00 PM,09-Mar-2026 03:00 PM,28-Feb-2026 05:00 PM,09-Mar-2026 02:00 PM,NA ,NA ,28-Feb-2026 05:00 PM,09-Mar-2026 02:00 PM,25-Mar-2026 03:30 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra||Unit-4 Agra,10/PM-4/UPPCL/2025-26 Dated 27.02.2026,2026_UPPRC_1121369_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Project Manager,(Unit-4) Agra","H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra","Renovation Work of Ambedakar Murti , Room, ISS toilet FF Floor, History Department and Roof Replacement of Dr B.R.A.University at Paliwal Park Campus, , Agra (U.P)","Renovation Work of Ambedakar Murti , Room, ISS toilet FF Floor, History Department and Roof Replacement of Dr B.R.A.University at Paliwal Park Campus, , Agra (U.P)",Please refer Tender documents. ,NA ,"30,11,871",Civil Works - Buildings,NA ,Tender,90.0,180.0,University Agra,282003.0,"Office of Project Manager,(Unit-4) Agra ","H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra ",06-Mar-2026 11:00 AM ,"Project Manager,(Unit-4) Agra",No ,No,1,Fee/PreQual/Technical,.pdf,Bid Doc,AOC
,,,,,,,,,2,5956643,Tirupati Enterprises,09-Mar-2026 11:17 AM,Rejected-Finance,Being Second Lowest,25-Mar-2026 08:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,AOC
