Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
06-Jun-2026,"INR 607,555.504",45.0,Krishan Murari,08-Jun-2026 12:20 PM,31.pdf (705.00 KB),Technical,Summary,Krishan Murari,15-May-2026 06:08 PM,,Krishan Murari,Internal,,Krishan Murari,15-May-2026 08:45 PM,16-May-2026 10:00 AM,techsummary_2116404.pdf (256.12 KB),1.0,6069583.0,Mohamed Zeeshan Contractor,INR,"607,555.504",Finance,Summary,Veerendra kumar,18-May-2026 06:54 PM,,BOQ Comparative Chart,Krishan Murari,Internal,,Krishan Murari,03-Jun-2026 05:05 PM,finsummary_2116404.pdf (568.62 KB),Directorate of Local Bodies UP||Nagar Palika Parishad Sherkot Bijnor,2026_DOLBU_1131266_23,15VITT/RAJVITT/SWM/E-T-2025-26,Construction of CC Drain Mohalla Nikammashah ward No 01 House of Chote Mamta to Highway NH 734 Length 113 Mt,1,6069624,Iqbal Ahmad Contractor,26-Apr-2026 09:56 AM,Rejected-AOC,Reject,08-Jun-2026 12:20 PM,AOC,Directorate of Local Bodies UP||Nagar Palika Parishad Sherkot Bijnor,15VITT/RAJVITT/SWM/E-T-2025-26,2026_DOLBU_1131266_23,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Officer,Npp Sherkot,1.0,FDR - Fixed Deposit,"60,877",No,percentage,10.0%,Executive Officer,Sherkot,Construction of CC Drain Mohalla Nikammashah ward No 01 House of Chote Mamta to Highway NH 734 Length 113 Mt,Construction of CC Drain Mohalla Nikammashah ward No 01 House of Chote Mamta to Highway NH 734 Length 113 Mt,Please refer Tender documents. ,NA ,"6,08,774",Civil Works,NA ,Tender,45.0,45.0,Npp Sherkot,246747.0,Npp Sherkot  ,Npp Sherkot  ,06-Apr-2026 04:00 PM ,Npp Sherkot,No ,No,1.0,Fee/PreQual/Technical,.pdf,DOC,720.0,Executive Officer,Sherkot,No,06-Apr-2026 04:00 PM,28-Apr-2026 11:00 AM,06-Apr-2026 04:00 PM,27-Apr-2026 05:00 PM,NA ,NA ,06-Apr-2026 04:00 PM,27-Apr-2026 05:00 PM,16-May-2026 10:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6069583,Mohamed Zeeshan Contractor,26-Apr-2026 10:31 AM,Accepted-AOC,Accept,08-Jun-2026 12:20 PM,AOC,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6069558,M/s Irshad khan Thekedar,26-Apr-2026 08:50 AM,Rejected-AOC,Reject,08-Jun-2026 12:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
