Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Directorate of Local Bodies UP||Nagar Panchayat Ganjmooradabad Unnao,34/n.p.g.m./peyjal/2026-27,2026_DOLBU_1144990_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,"27,081",No,fixed,,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,1.0,Fee/PreQual/Technical,.pdf,Terms And Condition,319.0,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,No,1,DD - Demand Draft,05-May-2026 02:00 PM,26-May-2026 02:00 PM,05-May-2026 02:00 PM,26-May-2026 12:00 PM,NA ,NA ,05-May-2026 02:00 PM,26-May-2026 12:00 PM,03-Jun-2026 10:00 AM,SUPPLY OF 1 HP SUBMERSIBLE PUMP WITH STARTER CONTROL PANAL AND ACCESSORIES.,SUPPLY OF 1 HP SUBMERSIBLE PUMP WITH STARTER CONTROL PANAL AND ACCESSORIES.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Nagar Panchayat Ganjmuradabad Unnao,209868.0,NA ,NA ,NA ,Nagar Panchayat Ganjmuradabad Unnao,No ,No,AOC,Executive Officer/Chairman,Internal,,Pratik Verma,02-Jun-2026 12:18 PM,03-Jun-2026 10:00 AM,techsummary_2139872.pdf (383.96 KB),Finance,Summary,Praveen Katiyar,03-Jun-2026 11:28 AM,,BOQ Comparative Chart,Executive Officer/Chairman,Internal,,Pratik Verma,04-Jun-2026 10:36 AM,finsummary_2139872.pdf (430.29 KB),Technical,admitted,Gunjan Gupta,30-May-2026 01:30 PM,,Directorate of Local Bodies UP||Nagar Panchayat Ganjmooradabad Unnao,2026_DOLBU_1144990_2,34/n.p.g.m./peyjal/2026-27,SUPPLY OF 1 HP SUBMERSIBLE PUMP WITH STARTER CONTROL PANAL AND ACCESSORIES.,1.0,6138083.0,m/s ashiyana enterprises,INR,"270,268.38",1.0,6137299.0,H.I ENTERPRISES,23-May-2026 12:53 PM,Rejected-Finance,High quoted amount,04-Jun-2026 10:36 AM,04-Jun-2026,"INR 270,268.38",90.0,Pratik Verma,04-Jun-2026 12:49 PM,Workorder.pdf (509.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6138083.0,m/s ashiyana enterprises,23-May-2026 08:16 PM,Accepted-AOC,Low quoted amount,04-Jun-2026 12:49 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6136852.0,M/S BHARAT ENTERPRISES,23-May-2026 07:30 AM,Rejected-Finance,High quoted amount,04-Jun-2026 10:36 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
