EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"22,163",No,percentage,3.0%,Nil,Nil,"1,416",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,"Ward-17, Sevanagar Mengli No. 10 from Babli to Shivkumar and Anitawali Gali and from Manish Yadav to Jain Bahadur, construction work of CC and drain.","Ward-17, Sevanagar Mengli No. 10 from Babli to Shivkumar and Anitawali Gali and from Manish Yadav to Jain Bahadur, construction work of CC and drain.",Please refer Tender documents. ,NA ,"7,38,782",Civil Works,NA ,Tender,90.0,NA ,Ghaziabad,201001.0,NA ,NA ,NA ,Ghaziabad Nagar Nigam,No ,No,1.0,SBI Bank,CE,Ghaziabad Nagar Nigam,13-Apr-2026 03:00 PM,30-Apr-2026 03:30 PM,13-Apr-2026 03:00 PM,30-Apr-2026 03:00 PM,NA ,NA ,13-Apr-2026 03:00 PM,30-Apr-2026 03:00 PM,23-May-2026 03:00 PM,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,116/Nirman/2026-27 Date 04.04.2026,2026_DOLBU_1136236_22,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Finance,Finance,Rajendra Singh,25-May-2026 01:03 PM,,BOQ Comparative Chart,ce,Internal,,Kuldeep Kumar Tamar,09-Jun-2026 05:11 PM,finsummary_2121860.pdf (415.47 KB),1.0,6063508.0,M/S CHOUDHARY ASSOCIATES,INR,"627,965",Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1136236_22,116/Nirman/2026-27 Date 04.04.2026,"Ward-17, Sevanagar Mengli No. 10 from Babli to Shivkumar and Anitawali Gali and from Manish Yadav to Jain Bahadur, construction work of CC and drain.",1,6078070,A P CONSTRUCTION COMPANY,30-Apr-2026 08:54 AM,Rejected-Finance,L2,09-Jun-2026 05:11 PM,09-Jun-2026,"INR 627,965",15.0,Kuldeep Kumar Tamar,09-Jun-2026 05:20 PM,22116.pdf (415.00 KB),Technical,Technical,Kuldeep Kumar Tamar,30-Apr-2026 05:06 PM,,CE,Internal,,narendra kumar chaudhary,23-May-2026 01:42 PM,23-May-2026 03:00 PM,techsummary_2121860.pdf (564.36 KB),AOC
,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,6063508,M/S CHOUDHARY ASSOCIATES,23-Apr-2026 08:02 AM,Accepted-AOC,L1,09-Jun-2026 05:21 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,6072728,M/S GAUD AND CONSTRUCTION COMPNAY,27-Apr-2026 06:58 PM,Rejected-Technical,all requried not complete,23-May-2026 01:42 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,6080392,M/s Mahadev Constructions,30-Apr-2026 01:20 PM,Rejected-Finance,L2,09-Jun-2026 05:11 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,6077187,M/S RIDHIMA WEAVTAX PRIVATE LIMITED,30-Apr-2026 10:35 AM,Rejected-Finance,L2,09-Jun-2026 05:11 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,6078374,M/S SHIV CONSTRUCTION,30-Apr-2026 02:29 PM,Rejected-Finance,L2,09-Jun-2026 05:11 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,6063610,RADHA ASSOCIATES,23-Apr-2026 08:22 AM,Rejected-Finance,L2,09-Jun-2026 05:11 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,6078938,Sarthak construction,30-Apr-2026 12:46 PM,Rejected-Finance,L2,09-Jun-2026 05:11 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,6074958,SHREE BALAJI ENTERPRISES / DHRUV SHARMA,30-Apr-2026 12:19 PM,Rejected-Finance,L2,09-Jun-2026 05:11 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,6078535,SIDDH CONSTRUCTION COMPANY,29-Apr-2026 08:07 PM,Rejected-Finance,L2,09-Jun-2026 05:11 PM,,,,,,,,,,,,,,,,,,,AOC
