Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
19-Jun-2026,"INR 192,354.69",20.0,Naveen Kumar Singh,19-Jun-2026 05:19 PM,3.pdf (246.00 KB),1,6157733,M/S RINKU CONTRACTOR,02-Jun-2026 05:50 AM,Rejected-AOC,2,19-Jun-2026 05:19 PM,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||RCD, rampur",2026_UPIDC_1151316_3,01/EE/2026-27,lot 03,1.0,6160901.0,SHUBH ASSOCIATES,INR,"192,354.69",Technical,technical,Naveen Kumar Singh,03-Jun-2026 02:16 PM,,EE,Internal,,Naveen Kumar Singh,18-Jun-2026 11:10 AM,finsummary_2162011.pdf (245.70 KB),Finance,financial,Naveen Kumar Singh,06-Jun-2026 12:30 PM,,BOQ Comparative Chart,EE,Internal,,Naveen Kumar Singh,04-Jun-2026 01:53 PM,04-Jun-2026 04:00 PM,techsummary_2162011.pdf (245.70 KB),AOC,1,Fee/PreQual/Technical,.pdf,NIT,354.0,Nil,Nil,No,"4,000",No,fixed,,Nil,Nil,1.0,SBI Bank,lot 03,lot 03,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,20.0,rampur,244901.0,NA ,NA ,NA ,RCD rampur,No ,No,27-May-2026 09:00 AM,02-Jun-2026 12:00 PM,27-May-2026 09:00 AM,02-Jun-2026 12:00 PM,NA ,NA ,27-May-2026 09:00 AM,02-Jun-2026 12:00 PM,04-Jun-2026 04:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||RCD, rampur",01/EE/2026-27,2026_UPIDC_1151316_3,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,Executive Engineer,RCD rampur,AOC
,,,,,,2,6160901,SHUBH ASSOCIATES,02-Jun-2026 03:21 AM,Accepted-AOC,1,19-Jun-2026 05:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
