S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,opening date change,Date,,"1,416",eo,np naugawan sadat,No,ward no 3 public toilet work near karbala,ward no 3 public toilet work near karbala,Please refer Tender documents. ,NA ,"11,50,000",Civil Works,NA ,Tender,90.0,30.0,np naugawan sadat,244251.0,NA ,NA ,NA ,np naugawan sadat,No ,No,1.0,Fee/PreQual/Technical,.pdf,fee,"30,000",No,fixed,,eo,np naugawan sadat,1.0,RTGS - RTGS Payment,15-Apr-2026 12:00 PM,04-May-2026 02:00 PM,15-Apr-2026 12:00 PM,04-May-2026 02:00 PM,NA ,NA ,15-Apr-2026 12:00 PM,04-May-2026 02:00 PM,04-May-2026 05:25 PM,eo,np naugawan sadat,Directorate of Local Bodies UP||Nagar Panchayat Naugawansadat Amroha,09/N.P.N.S/E-TENDER/2026-27,2026_DOLBU_1136801_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC,Technical,all technical qualfied bid admitted,Salil Bhardwaj,04-May-2026 05:23 PM,technical_2122778.pdf,eo salil bhardwaj,Internal,eo salil bhardwaj clerk anil kumar je tapesh kumar,Anil Kumar,20-Jun-2026 12:29 PM,finsummary_2122778.pdf (220.32 KB),Finance,all fnancial qualified bid admitted,Anil Kumar,19-Jun-2026 11:53 AM,finance_2122778.pdf,BOQ Comparative Chart,eo salil bhardwaj,Internal,eo salil bhardwaj clerk anil kumar je tapesh kumar,Salil Bhardwaj,04-May-2026 05:24 PM,04-May-2026 05:25 PM,techsummary_2122778.pdf (259.09 KB),20-Jun-2026,"INR 1,150,597",30.0,Anil Kumar,20-Jun-2026 12:34 PM,1246.pdf (353.00 KB),m/s voh group is l1 bidder,1,6082643,BUILDWISE TRADERS,02-May-2026 03:24 AM,Rejected-Finance,VoH Group is l1 bidder,20-Jun-2026 12:29 PM,1.0,6082414.0,VoH Group,INR,"1,150,597",Directorate of Local Bodies UP||Nagar Panchayat Naugawansadat Amroha,2026_DOLBU_1136801_1,09/N.P.N.S/E-TENDER/2026-27,ward no 3 public toilet work near karbala,AOC
2.0,fee update,Fee,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,noting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6086149,LALIT CONSTRUCTION ENGINEERS,03-May-2026 11:33 PM,Not Admitted-Finance,Not qualified for AOC,19-Jun-2026 11:53 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6082684,M/s Galaxy India Construction,02-May-2026 07:45 AM,Rejected-Finance,VoH Group is l1 bidder,20-Jun-2026 12:29 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6086545,sarla devi,04-May-2026 10:07 AM,Not Admitted-Finance,Not qualified for AOC,19-Jun-2026 11:53 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6086416,Sher Momahmad,04-May-2026 09:02 AM,Not Admitted-Finance,Not qualified for AOC,19-Jun-2026 11:53 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6082414,VoH Group,01-May-2026 09:54 PM,Accepted-AOC,m/s voh group is l1 bidder,20-Jun-2026 12:34 PM,,,,,,,,,,AOC
