EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"37,24,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,BID Document,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD),33/PCL/GM/ZONE-2/BLY/2025-26,2026_UPPRC_1130245_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,General Manager Zone-2,"General Manager, Zone-2, U.P. Projects Corporation Ltd. 14, Chandra Shekar Nagar Colony, Tulasherpur, Bareilly","CONSTRUCTION OF C.M. MODEL COMPOSITE SCHOOL, VILLAGE- AHRAULA MAFI, BLOCK - DHANAURA, DISTT.- AMROHA (U.P.)","CONSTRUCTION OF C.M. MODEL COMPOSITE SCHOOL, VILLAGE- AHRAULA MAFI, BLOCK - DHANAURA, DISTT.- AMROHA (U.P.)",As per BID Document ,NA ,"18,61,79,000",Civil Works,NA ,Tender,90.0,365.0,"BLOCK - DHANAURA, DISTT.- AMROHA (U.P.)",244221.0,NA ,NA ,NA ,Bareilly,No ,No,26-Mar-2026 09:00 AM,15-Apr-2026 03:00 PM,26-Mar-2026 09:00 AM,15-Apr-2026 01:00 PM,NA ,NA ,26-Mar-2026 09:00 AM,15-Apr-2026 01:00 PM,22-May-2026 04:00 PM,"17,700",Nil,Nil,No,AOC,Technical,Enclosed,Rajesh Verma,20-May-2026 05:05 PM,technical_2108477.pdf,General ManagerZone-2,Internal,"General ManagerZone-2, General ManagerZone-5, Project Manager Unit-21, Accountant",Rajesh Verma,17-Jun-2026 06:19 PM,finsummary_2108477.pdf (684.38 KB),Finance,Enclosed,Rajesh Verma,17-Jun-2026 06:15 PM,finance_2108477.pdf,BOQ Comparative Chart,General ManagerZone-2,Internal,"General ManagerZone-2, General ManagerZone-5, Project Manager Unit-21, Accountant",Rajesh Verma,20-May-2026 05:09 PM,22-May-2026 04:00 PM,techsummary_2108477.pdf (684.38 KB),17-Jun-2026,"INR 184,820,177.377",362.0,Rajesh Verma,17-Jun-2026 06:22 PM,CMAmrohaAOC.pdf (1198.00 KB),1,6039024,AGGARWAL TRADING COMPANY,15-Apr-2026 11:36 AM,Rejected-AOC,L1 Firm,17-Jun-2026 06:22 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD),2026_UPPRC_1130245_1,33/PCL/GM/ZONE-2/BLY/2025-26,"CONSTRUCTION OF C.M. MODEL COMPOSITE SCHOOL, VILLAGE- AHRAULA MAFI, BLOCK - DHANAURA, DISTT.- AMROHA (U.P.)",1.0,6038189.0,NOVAC INFRATECH,INR,"184,820,177.377",AOC
,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6038189,NOVAC INFRATECH,15-Apr-2026 12:45 PM,Accepted-AOC,L1 Firm,17-Jun-2026 06:22 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6045961,Sunil Garg and Co,14-Apr-2026 06:31 PM,Rejected-AOC,L1 Firm,17-Jun-2026 06:22 PM,,,,,,,,,,AOC
