Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
08-Jun-2026,"INR 567,903",15.0,Dinesh Pratap Singh,08-Jun-2026 01:28 PM,HARNADDRAIN.pdf (262.00 KB),1.0,6076051.0,M/s Shree Dauji Enterprises,INR,"567,903","U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||ID, Firozabad",2026_UPIDC_1141213_6,01/EE/2026-27,Silt clearance work on the Harnad Drain from Km 58.000 to Km 65.000.,1,6077358,KAMLESH KUMAR CONTRACTOR,29-Apr-2026 12:56 PM,Rejected-Technical,REJECT,26-May-2026 06:11 PM,Technical,Admitted,Dinesh Pratap Singh,26-May-2026 02:41 PM,,EE,Internal,"EE ADGC, ACCOUNTANT",Dinesh Pratap Singh,08-Jun-2026 01:09 PM,finsummary_2131129.pdf (261.95 KB),Finance,Admitted,Dinesh Pratap Singh,01-Jun-2026 12:53 PM,,BOQ Comparative Chart,EE,Internal,"EE ADGC, ACCOUNTANT",Dinesh Pratap Singh,26-May-2026 06:11 PM,30-May-2026 11:00 AM,techsummary_2131129.pdf (382.43 KB),AOC,856.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,Silt clearance work on the Harnad Drain from Km 58.000 to Km 65.000.,Silt clearance work on the Harnad Drain from Km 58.000 to Km 65.000.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,Silt clearance work on the Harnad Drain from Km 58,283203.0,NA ,NA ,NA ,EE ID Firozabad,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||ID, Firozabad",01/EE/2026-27,2026_UPIDC_1141213_6,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,24-Apr-2026 11:20 AM,29-Apr-2026 03:00 PM,24-Apr-2026 11:20 AM,29-Apr-2026 02:00 PM,NA ,NA ,24-Apr-2026 11:20 AM,29-Apr-2026 02:00 PM,30-May-2026 11:00 AM,1.0,SBI Bank,"59,000",No,fixed,,Nil,Nil,Executive Engineer,"Irrigation Division, Firozabad",AOC
,,,,,,,,,,,,,,,2,6077072,M/S ARVIND KUMAR DUBEY,29-Apr-2026 12:54 PM,Rejected-Finance,L3,08-Jun-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,6076017,M/s PARI ENTERPRISES,29-Apr-2026 01:33 PM,Rejected-Finance,L2,08-Jun-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,6074835,M/S ROHIT ENTERPRISES,29-Apr-2026 08:03 AM,Rejected-Technical,Reject,26-May-2026 06:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,6076051,M/s Shree Dauji Enterprises,29-Apr-2026 01:12 PM,Accepted-AOC,L1,08-Jun-2026 01:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,6076536,NIGAM CONSTRUCTION,29-Apr-2026 09:15 AM,Rejected-Technical,REJECT,26-May-2026 06:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
