S.No,Bank Name,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,SBI Bank,General Manager(QAE),"General Manager (QAE) U.P. Projects Corporation Ltd.. Gomti Barrage, Left Bank, Gomti Nagar Lucknow",1.0,Corrigendum Date ext,Date,,"3,71,000",No,fixed,,Nil,Nil,"17,700",Nil,Nil,No,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD),07/UPPCL/GM(QAE)/ E-TENDER/2025-26,2026_UPPRC_1119981_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,CONSTRUCTION OF 40 PERSON BARRACK AND VIVECHANA KAKSH IN MAHILA THANA AT DISTRICT BALRAMPUR (U.P.),CONSTRUCTION OF 40 PERSON BARRACK AND VIVECHANA KAKSH IN MAHILA THANA AT DISTRICT BALRAMPUR (U.P.),As per BID Document ,NA ,"1,85,42,000",Civil Works,NA ,Tender,90.0,545.0,MAHILA THANA AT DISTRICT BALRAMPUR (U.P.),271201.0,NA ,NA ,NA ,Lucknow,No ,No,1,Fee/PreQual/Technical,.pdf,BID Document,24-Apr-2026 09:00 AM,06-May-2026 04:00 PM,24-Apr-2026 09:00 AM,06-May-2026 02:00 PM,NA ,NA ,24-Apr-2026 09:00 AM,06-May-2026 02:00 PM,11-May-2026 11:00 AM,AOC,General Manager(QAE),Internal,"General Manager(QAE), General Manager Zone-3, Project Manager Unit-22, Accountant",Rajesh Verma,08-May-2026 04:44 PM,11-May-2026 11:00 AM,techsummary_2130776.pdf (684.38 KB),Finance,Enclosed,Rajesh Verma,23-Jun-2026 05:34 PM,finance_2130776.pdf,BOQ Comparative Chart,General Manager(QAE),Internal,"General Manager(QAE), General Manager Zone-3, Project Managr Unit-22, Accountant",Rajesh Verma,23-Jun-2026 05:40 PM,finsummary_2130776.pdf (684.38 KB),Technical,Enclosed,Rajesh Verma,08-May-2026 04:41 PM,technical_2130776.pdf,1,6083074,ABHINAV AGROFARMS AND SERVICES PRIVATE LIMITED,02-May-2026 12:52 PM,Rejected-AOC,L2 Firm,23-Jun-2026 05:51 PM,1.0,6083179.0,SHIV CONSTRUCTION,INR,"18,458,115.78",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD),2026_UPPRC_1119981_2,07/UPPCL/GM(QAE)/ E-TENDER/2025-26,CONSTRUCTION OF 40 PERSON BARRACK AND VIVECHANA KAKSH IN MAHILA THANA AT DISTRICT BALRAMPUR (U.P.),23-Jun-2026,"INR 18,458,115.78",535.0,Rajesh Verma,23-Jun-2026 05:51 PM,POwmahilashiv.pdf (618.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6083179,SHIV CONSTRUCTION,02-May-2026 01:45 PM,Accepted-AOC,L1 Firm,23-Jun-2026 05:51 PM,,,,,,,,,,,,,,,,AOC
