Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Fees Dacument,Directorate of Local Bodies UP||Nagar Panchayat Jahagirganj Ambedkar Nagar,36/NPJ/E Tender2026-27 DATE-21/04/2026,2026_DOLBU_1140083_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,22-Apr-2026 05:00 PM,14-May-2026 02:00 PM,22-Apr-2026 05:00 PM,13-May-2026 12:00 PM,NA ,NA ,22-Apr-2026 05:00 PM,13-May-2026 12:00 PM,29-May-2026 04:55 PM,Nagar Panchayat Jahangeerganj Ward no.04 me singhpur main road se mehboob anshari ke ghar tak C.C. marg ka nirman karya.,Nagar Panchayat Jahangeerganj Ward no.04 me singhpur main road se mehboob anshari ke ghar tak C.C. marg ka nirman karya.,Please refer Tender documents. ,NA ,"13,01,977",Construction Works,NA ,Tender,90.0,NA ,Work,224147.0,NA ,NA ,NA ,Office Nagar Panchayat Jahangirganj,No ,No,"1,30,100",Yes,fixed,,Executive Officer Nagar Panchayat Jahangirganj,Jahangirganj,1,DD - Demand Draft,Executive Officer N P Jahangirganj,Office Nagar Panchayat Jahangirganj Ambedkar Nagar,1.0,Tender Correction,Financial Bid,,"1,811",Executive Officer Nagar Panchayat Jahangirganj,Jahangirganj,No,AOC,Umesh kumar Pasi (EO),Internal,Akbal Bahadur Patel (JE) Sayyed Amanullah (Clerk),Umesh Kumar Pasi,29-May-2026 04:53 PM,29-May-2026 04:55 PM,techsummary_2128855.pdf (230.69 KB),Finance,As Per Bid Opening Summary,Umesh Kumar Pasi,02-Jun-2026 03:32 PM,finance_2128855.pdf,BOQ Comparative Chart,Umesh kumar Pasi (EO),Internal,Akbal Bahadur Patel (JE) Sayyed Amanullah (Clerk),Umesh Kumar Pasi,02-Jun-2026 03:35 PM,finsummary_2128855.pdf (286.06 KB),Technical,As Per Bid Opening Summary,Umesh Kumar Pasi,29-May-2026 04:51 PM,technical_2128855.pdf,1.0,6111164.0,M/S K P CONTRUCTION,INR,"1,301,326.71",Directorate of Local Bodies UP||Nagar Panchayat Jahagirganj Ambedkar Nagar,2026_DOLBU_1140083_1,36/NPJ/E Tender2026-27 DATE-21/04/2026,Nagar Panchayat Jahangeerganj Ward no.04 me singhpur main road se mehboob anshari ke ghar tak C.C. marg ka nirman karya.,1.0,6111264.0,MK ENTERPRISES,12-May-2026 05:49 PM,Rejected-AOC,L3,02-Jun-2026 03:39 PM,02-Jun-2026,"INR 1,301,326.71",90.0,Umesh Kumar Pasi,02-Jun-2026 03:39 PM,karyadesh04singhpur.pdf (407.00 KB),BOQ,AOC
2.0,Finance,.xls,Financial Dacument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,2.0,Tender Correction,Technical Bid,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6111096.0,M/S APOORVA CONSTRUCTION,12-May-2026 04:35 PM,Rejected-AOC,L2,02-Jun-2026 03:39 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,FDR - Fixed Deposit,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6111164.0,M/S K P CONTRUCTION,12-May-2026 05:00 PM,Accepted-AOC,L1,02-Jun-2026 03:39 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,RTGS - RTGS Payment,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
