Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,1658/RED/Tender/2025-26 Dated 12-02-2026,2026_REDUP_1124924_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EXECUTIVE ENGINEER,Near Jahnvi Hotel Putlighar Mirzapur,1.0,SBI Bank,Gram Mujehara me Suryamani Dubey ke ghar se Mata Parshad Dubey ke ghar tak,Gram Mujehara me Suryamani Dubey ke ghar se Mata Parshad Dubey ke ghar tak,Please refer Tender documents. ,NA ,"13,10,700",Civil Works,NA ,Tender,90.0,90.0,Mirzapur,231001.0,NA ,NA ,NA ,Executive Engineer RED Division Mirzapur,No ,No,14-Mar-2026 10:00 AM,24-Mar-2026 12:30 PM,14-Mar-2026 10:00 AM,23-Mar-2026 12:00 PM,NA ,NA ,14-Mar-2026 10:00 AM,23-Mar-2026 12:00 PM,07-Apr-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,sbd,"28,000",Yes,fixed,,Nil,Nil,944.0,Nil,Nil,No,AOC,EE,Internal,DAOAE,Vimal Kumar,30-Mar-2026 06:00 PM,07-Apr-2026 12:00 PM,techsummary_2096587.pdf (259.80 KB),Finance,finan,Lalita Verma,07-Apr-2026 04:12 PM,,BOQ Comparative Chart,EE,Internal,DAOAE,Vimal Kumar,16-Jun-2026 04:48 PM,finsummary_2096587.pdf (22.82 KB),Technical,tech,Vimal Kumar,28-Mar-2026 05:06 PM,,1.0,5994119.0,RAJESH KUMAR SHUKLA,INR,"1,308,635",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,2026_REDUP_1124924_5,1658/RED/Tender/2025-26 Dated 12-02-2026,Gram Mujehara me Suryamani Dubey ke ghar se Mata Parshad Dubey ke ghar tak,1,5996908,MS VIJAY KUMAR SINGH,22-Mar-2026 09:09 PM,Rejected-Finance,l2,16-Jun-2026 06:33 PM,16-Jun-2026,"INR 1,308,635",90.0,Vimal Kumar,16-Jun-2026 06:35 PM,monti.pdf (576.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5994119,RAJESH KUMAR SHUKLA,22-Mar-2026 08:05 AM,Accepted-AOC,AOC,16-Jun-2026 06:35 PM,,,,,,,AOC
