Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,All Bids are admitted,Rajendra kumar singh,01-Apr-2026 04:47 PM,,BOQ Comparative Chart,18-Apr-2026,"INR 442,605",45.0,Tota Ram,09-Jun-2026 12:41 PM,829.pdf (106.00 KB),work order,1,5995202,MAA KALIKA DEVI CONSTRUCTION COMPANY,21-Mar-2026 09:21 PM,Accepted-AOC,L-1,09-Jun-2026 12:41 PM,"Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1127978_1,829/AA-6/2025-26,Drain cleaning work from Zoo chauraha to Polythechnic main gate in Nawabganj ward-43 under zone-06,1.0,5995202.0,MAA KALIKA DEVI CONSTRUCTION COMPANY,INR,"442,605",EE-6,Internal,,Tota Ram,15-Apr-2026 07:50 PM,techsummary_2103748.pdf (42.02 KB),EE-6,Internal,,Tota Ram,15-Apr-2026 07:53 PM,finsummary_2103748.pdf (42.02 KB),AOC,1.0,SBI Bank,"Kanpur Municipal Corporation, Kanpur, UP",829/AA-6/2025-26,2026_NNKAN_1127978_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"1,180",Nil,Nil,No,ce knn,ce knn moti jheel,20-Mar-2026 09:00 AM,28-Mar-2026 04:00 PM,20-Mar-2026 09:00 AM,28-Mar-2026 03:00 PM,NA ,NA ,20-Mar-2026 09:00 AM,28-Mar-2026 03:00 PM,Drain cleaning work from Zoo chauraha to Polythechnic main gate in Nawabganj ward-43 under zone-06,Drain cleaning work from Zoo chauraha to Polythechnic main gate in Nawabganj ward-43 under zone-06,Please refer Tender documents. ,NA ,"5,20,712",Civil Works,NA ,Tender,180.0,45.0,kanpur,208001.0,NA ,NA ,NA ,ce knn moti jheel,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,pdf,"52,071",No,percentage,10.0%,Nil,Nil,AOC
,,,,,,,,,,,,,2,6013528,M B Enterprises,27-Mar-2026 10:30 PM,Rejected-Finance,No Lottery Winner,15-Apr-2026 07:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,boq,,,,,,,AOC
,,,,,,,,,,,,,3,6013138,MEENU ENTERPRISES,27-Mar-2026 11:06 PM,Rejected-Finance,No Lottery Winner,15-Apr-2026 07:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,6014260,M/S M.S.ENTERPRISES,27-Mar-2026 06:15 PM,Rejected-Finance,No Lottery Winner,15-Apr-2026 07:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,6016423,M/S RAJESH KUMAR KATIYAR,28-Mar-2026 02:48 PM,Rejected-Finance,No Lottery Winner,15-Apr-2026 07:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,6015746,M/S SHRI RAM,28-Mar-2026 11:48 AM,Rejected-Finance,No Lottery Winner,15-Apr-2026 07:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,6014541,M/S SUSHIL KUMAR SHARMA,27-Mar-2026 11:06 PM,Rejected-Finance,No Lottery Winner,15-Apr-2026 07:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,6004900,RAM SIJOR,28-Mar-2026 01:17 PM,Rejected-Finance,No Lottery Winner,15-Apr-2026 07:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,6016134,R.S.TRADERS,28-Mar-2026 01:13 PM,Rejected-Finance,No Lottery Winner,15-Apr-2026 07:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,6010707,SHREE BALA JI CONSTRUCTION AND SUPPLIERS,27-Mar-2026 01:20 PM,Rejected-Finance,No Lottery Winner,15-Apr-2026 07:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
