Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"1,416",Nil,Nil,No,"28,399",No,percentage,3.0%,Nil,Nil,CE,Ghaziabad Nagar Nigam,13-Apr-2026 03:00 PM,30-Apr-2026 03:30 PM,13-Apr-2026 03:00 PM,30-Apr-2026 03:00 PM,NA ,NA ,13-Apr-2026 03:00 PM,30-Apr-2026 03:00 PM,20-May-2026 12:00 PM,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,"Work of drain and interlocking tiles from Yogesh house to Sanjay house in Ward-42, Bamheta.","Work of drain and interlocking tiles from Yogesh house to Sanjay house in Ward-42, Bamheta.",Please refer Tender documents. ,NA ,"9,46,640",Civil Works,NA ,Tender,90.0,NA ,Ghaziabad,201001.0,NA ,NA ,NA ,Ghaziabad Nagar Nigam,No ,No,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,116/Nirman/2026-27 Date 04.04.2026,2026_DOLBU_1136236_30,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1136236_30,116/Nirman/2026-27 Date 04.04.2026,"Work of drain and interlocking tiles from Yogesh house to Sanjay house in Ward-42, Bamheta.",1,6077740,JP SHAKTI CONSTRUCTION,29-Apr-2026 08:26 PM,Rejected-Finance,L2,16-Jun-2026 01:35 PM,Finance,Finance,narendra kumar chaudhary,21-May-2026 03:55 PM,,BOQ Comparative Chart,ce,Internal,,Kuldeep Kumar Tamar,16-Jun-2026 01:35 PM,finsummary_2121920.pdf (557.19 KB),1.0,6077449.0,M/S RIDHIMA WEAVTAX PRIVATE LIMITED,INR,"804,644",Technical,Technical,Kuldeep Kumar Tamar,30-Apr-2026 05:56 PM,,16-Jun-2026,"INR 804,644",60.0,Kuldeep Kumar Tamar,16-Jun-2026 01:40 PM,30116.pdf (557.00 KB),CE,Internal,,Kuldeep Kumar Tamar,19-May-2026 01:07 PM,20-May-2026 12:00 PM,techsummary_2121920.pdf (754.45 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,6079989,KESH RAM CONSTRUCTIONS,30-Apr-2026 01:27 PM,Rejected-Technical,all requried not complete,19-May-2026 01:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,6078067,MAHAKALESHWAR ENGINEERS,29-Apr-2026 04:37 PM,Rejected-Technical,all requried not complete,19-May-2026 01:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,6079419,MS BUILDWELL,30-Apr-2026 01:19 PM,Rejected-Finance,L2,16-Jun-2026 01:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,6063529,M/S CHOUDHARY ASSOCIATES,23-Apr-2026 08:08 AM,Rejected-Finance,L2,16-Jun-2026 01:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,6,6069083,M/s Mahadev Constructions,27-Apr-2026 12:58 AM,Rejected-Finance,L2,16-Jun-2026 01:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,7,6077449,M/S RIDHIMA WEAVTAX PRIVATE LIMITED,30-Apr-2026 10:22 AM,Accepted-AOC,L1,16-Jun-2026 01:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,8,6080156,M/S SHIV CONSTRUCTION,30-Apr-2026 02:36 PM,Rejected-Finance,L2,16-Jun-2026 01:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,9,6075782,PADMA INFRATECH,28-Apr-2026 09:00 PM,Rejected-Technical,all requried not complete,19-May-2026 01:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,10,6063631,RADHA ASSOCIATES,23-Apr-2026 08:27 AM,Rejected-Finance,L2,16-Jun-2026 01:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
