Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,05-Jun-2026 04:43 PM,10-Jun-2026 01:00 PM,techsummary_2143718.pdf (722.61 KB),Technical,d,Satyaprakash Mishra,21-May-2026 04:36 PM,,30-Jun-2026,"INR 1,866,955.57",90.0,Satyaprakash Mishra,30-Jun-2026 03:20 PM,matadeen.pdf (651.00 KB),AWARD OF CONTRACT,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,2026_REDUP_1146244_18,Notice No. 19 date 06-04-2026,Construction of Interlocking road from Ram Pratap Pal house to Arawan Pakki Sadak in Matadin Bazar,1,6115424,APS AND COMPANY PRIVATE LIMITED,14-May-2026 01:53 PM,Rejected-Finance,Higher,27-Jun-2026 05:13 PM,Finance,Summary,Hemant Sexena,24-Jun-2026 05:56 PM,,BOQ Comparative Chart,Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,27-Jun-2026 05:13 PM,finsummary_2143718.pdf (517.26 KB),1.0,6116360.0,M/s A.K. Associates,INR,"1,866,955.57",AOC,"2,500",Nil,Nil,No,Construction of Interlocking road from Ram Pratap Pal house to Arawan Pakki Sadak in Matadin Bazar,Construction of Interlocking road from Ram Pratap Pal house to Arawan Pakki Sadak in Matadin Bazar,Please refer Tender documents. ,NA ,"18,91,000",Civil Works,NA ,Tender,90.0,NA ,eeredallahabad,211002.0,NA ,NA ,NA ,eeredallahabad,No ,No,1.0,SBI Bank,eeredallahabad,eeredallahabad,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,Notice No. 19 date 06-04-2026,2026_REDUP_1146244_18,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,pdf,07-May-2026 06:00 PM,16-May-2026 02:00 PM,07-May-2026 06:00 PM,15-May-2026 05:00 PM,NA ,NA ,07-May-2026 06:00 PM,15-May-2026 05:00 PM,10-Jun-2026 01:00 PM,"38,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,6116360,M/s A.K. Associates,14-May-2026 06:24 PM,Accepted-AOC,accepted,30-Jun-2026 03:20 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,xls,,,,,,,,,,,,,,,,AOC
