Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
SE RED MRT,SE RED MRT,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,1754/SE/RED/Tender/ 2025-26/Dt 31/03/26,2026_REDUP_1139569_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,714",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,T2,1.0,SBI Bank,Newly constructed asphalting from NH-509 Chhoiya Pul Gurudwara to Dharampur Road.,Newly constructed asphalting from NH-509 Chhoiya Pul Gurudwara to Dharampur Road.,Please refer Tender documents. ,NA ,"78,81,000",Civil Works,NA ,Tender,90.0,270.0,EE RED BSR,203001.0,SE RED MRT ,SE RED MRT ,27-Apr-2026 11:00 AM ,SE RED MRT,No ,No,25-Apr-2026 10:00 AM,02-May-2026 12:30 PM,25-Apr-2026 10:00 AM,01-May-2026 04:00 PM,NA ,NA ,25-Apr-2026 10:00 AM,01-May-2026 04:00 PM,18-May-2026 12:00 PM,"1,58,000",No,fixed,,Nil,Nil,AOC,se red meerut,Internal,EE SE and DAO,Vishnoo Kumar,15-May-2026 04:38 PM,18-May-2026 12:00 PM,techsummary_2127726.pdf (252.85 KB),Finance,Choiya,Vishnoo Kumar,10-Jun-2026 06:26 PM,finance_2127726.pdf,BOQ Comparative Chart,EE RED BSR,Internal,EE and DAO,Vishnoo Kumar,11-Jun-2026 01:36 PM,finsummary_2127726.pdf (64.01 KB),Technical,Choiya,Vishnoo Kumar,15-May-2026 04:34 PM,technical_2127726.pdf,1.0,1754/SE/RED/Tender/ 2025-26/Dt 31/03/26,corezendum,15-May-2026 04:20 PM,NH509ChoiyaPul.pdf ,237.07,Technical Opening,1.0,6081313.0,M/s Kapil Kumar Sharma,INR,"7,821,381",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,2026_REDUP_1139569_1,1754/SE/RED/Tender/ 2025-26/Dt 31/03/26,Newly constructed asphalting from NH-509 Chhoiya Pul Gurudwara to Dharampur Road.,1,6078600,M/S GOPAL SINGH THEKEDAR,29-Apr-2026 06:27 PM,Rejected-Finance,L2,11-Jun-2026 01:36 PM,11-Jun-2026,"INR 7,821,381",270.0,Vishnoo Kumar,11-Jun-2026 01:56 PM,BonChoiya.pdf (188.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6081313,M/s Kapil Kumar Sharma,01-May-2026 09:33 AM,Accepted-AOC,L,11-Jun-2026 01:56 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6080727,SADHNA CONSTRUCTION,01-May-2026 02:53 PM,Rejected-Technical,Clause 3.4 of ITB,15-May-2026 04:38 PM,,,,,,,AOC
