Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
EO NPP DEORIA,NPP DEORIA,"37,459",No,fixed,,Nil,Nil,1.0,SBI Bank,Directorate of Local Bodies UP||Nagar Palika Parishad Deoria Deoria,Ref.4222/Ni.Vi.-25-26/Deoria Dated 25-02-2026,2026_DOLBU_1120164_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,943.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,TENDERNOTICE,28-Feb-2026 11:00 AM,25-Mar-2026 03:00 PM,28-Feb-2026 11:00 AM,24-Mar-2026 03:00 PM,NA ,NA ,28-Feb-2026 11:00 AM,24-Mar-2026 03:00 PM,09-Apr-2026 05:45 PM,WARD NO 01 ME MUNNA KE GHAR SE LAKSHMI NARAYAN TIWARI TAK C C ROAD NIRMAN KARYA.,WARD NO 01 ME MUNNA KE GHAR SE LAKSHMI NARAYAN TIWARI TAK C C ROAD NIRMAN KARYA.,Please refer Tender documents. ,NA ,"3,74,587",Civil Works,NA ,Tender,90.0,30.0,NPP DEORIA,274001.0,NA ,NA ,NA ,NPP DEORIA,No ,No,AOC,Technical,TEHCNICAL BID OPENED,Sanjay kumar Tiwari,08-Apr-2026 02:41 PM,,"SANJAY KUMAR TIWARI, JAI RAM YADAV, POOJA, PURSHOTTAM SINGH",Internal,"EO,AE,JE,AC",Sanjay kumar Tiwari,10-Apr-2026 02:07 PM,finsummary_2083506.pdf (93.97 KB),Finance,FINANCIAL BID OPENED,Jai Ram Yadav,09-Apr-2026 08:32 PM,,BOQ Comparative Chart,"SANJAY KUMAR TIWARI, JAI RAM YADAV, POOJA, PURSHOTTAM SINGH",Internal,"EO,AE,JE,AC",Jai Ram Yadav,09-Apr-2026 05:41 PM,09-Apr-2026 05:45 PM,techsummary_2083506.pdf (479.03 KB),27-May-2026,"INR 374,399",30.0,Sanjay kumar Tiwari,11-Jun-2026 03:22 PM,Doc4.pdf (522.00 KB),1,5992905,GAJRAJ CONSTRUCTION,20-Mar-2026 02:55 PM,Accepted-AOC,L1,11-Jun-2026 03:22 PM,1.0,5992905.0,GAJRAJ CONSTRUCTION,INR,"374,399",Directorate of Local Bodies UP||Nagar Palika Parishad Deoria Deoria,2026_DOLBU_1120164_1,Ref.4222/Ni.Vi.-25-26/Deoria Dated 25-02-2026,WARD NO 01 ME MUNNA KE GHAR SE LAKSHMI NARAYAN TIWARI TAK C C ROAD NIRMAN KARYA.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5993009,M/S DEORIA CONTRACT SERVICE,20-Mar-2026 03:25 PM,Rejected-Finance,L3,10-Apr-2026 02:07 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5992975,m/s pradeep kumar pandey,20-Mar-2026 03:13 PM,Rejected-Finance,L2,10-Apr-2026 02:07 PM,,,,,,,,,,AOC
