Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-1 Allahabad,122/UPPCL/GM-1/2025-26/ETEDNER Dated-20.03.2026,2026_UPPRC_1130612_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"General Manager, Zone-1, Prayagraj","General Manager, Zone-1, U. P. Projects Corporation Ltd. 230 /1A, Mehdaury, Telirayganj District-Prayagraj.",1,Fee/PreQual/Technical,.pdf,BIDDOC,28-Mar-2026 11:00 AM,04-Apr-2026 03:00 PM,28-Mar-2026 11:00 AM,04-Apr-2026 02:00 PM,NA ,NA ,28-Mar-2026 11:00 AM,04-Apr-2026 02:00 PM,07-Apr-2026 04:00 PM,"17,700",Nil,Nil,No,1.0,SBI Bank,"4,33,000",No,fixed,,Nil,Nil,"Construction work of Residential Building of the New Reporting Police Post in Remote Kaseruwa in the Raniganj Police Station, District-Pratapgarh (U.P.)","Construction work of Residential Building of the New Reporting Police Post in Remote Kaseruwa in the Raniganj Police Station, District-Pratapgarh (U.P.)",Please refer Tender documents. ,NA ,"2,16,20,000",Civil Works - Buildings,NA ,Tender,90.0,365.0,District-Pratapgarh (U.P.),230001.0,NA ,NA ,NA ,Prayagraj,No ,No,AOC,Finance,Enclosed,SURESH CHANDRA YADAV,11-Jun-2026 07:12 PM,finance_2109261.pdf,BOQ Comparative Chart,"General Manager Zone-1, Prayagraj",Internal,"Project Manage Unit-2, Prayagraj, Accountant Unit-2, Prayagraj, General Manager (Technical) , Lucknow",SURESH CHANDRA YADAV,07-Apr-2026 11:29 AM,07-Apr-2026 04:00 PM,techsummary_2109261.pdf (456.01 KB),Technical,Enclosed,SURESH CHANDRA YADAV,07-Apr-2026 11:26 AM,technical_2109261.pdf,"General Manager Zone-1, Prayagraj",Internal,"Project Manager Unit-2, Prayagraj, Accountant Unit-2, Prayagraj, General Manager (Technical), Lucknow",SURESH CHANDRA YADAV,11-Jun-2026 07:15 PM,finsummary_2109261.pdf (456.01 KB),11-Jun-2026,"INR 21,372,130.55",365.0,SURESH CHANDRA YADAV,11-Jun-2026 07:18 PM,Agr21.pdf (592.00 KB),Enclosed,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-1 Allahabad,2026_UPPRC_1130612_1,122/UPPCL/GM-1/2025-26/ETEDNER Dated-20.03.2026,"Construction work of Residential Building of the New Reporting Police Post in Remote Kaseruwa in the Raniganj Police Station, District-Pratapgarh (U.P.)",1.0,6018722.0,M/S AVADH CONSTRUCTIONS,INR,"21,372,130.55",1,6018722,M/S AVADH CONSTRUCTIONS,03-Apr-2026 11:27 PM,Accepted-AOC,Accept,11-Jun-2026 07:18 PM,AOC
,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6018796,RAJESH KUMAR SINGH,03-Apr-2026 10:43 PM,Rejected-AOC,Accept,11-Jun-2026 07:18 PM,AOC
