Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
Technical,Technical,Kuldeep Kumar Tamar,02-May-2026 12:58 PM,,15-Jun-2026,"INR 795,641",60.0,Kuldeep Kumar Tamar,15-Jun-2026 02:07 PM,65116.pdf (517.00 KB),CE,Internal,,narendra kumar chaudhary,23-May-2026 01:06 PM,23-May-2026 03:00 PM,techsummary_2122241.pdf (793.53 KB),Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1136236_65,116/Nirman/2026-27 Date 04.04.2026,"Construction of a drainage system and installation of interlocking tiles from Dr. Indris house to Amit house in Ward 30, Sadarpur.",1,6077979,A P CONSTRUCTION COMPANY,30-Apr-2026 08:18 AM,Rejected-Finance,L2,15-Jun-2026 02:03 PM,1.0,6077804.0,JP SHAKTI CONSTRUCTION,INR,"795,641",Finance,Fianance,Rajendra Singh,25-May-2026 12:26 PM,,BOQ Comparative Chart,ce,Internal,,Kuldeep Kumar Tamar,15-Jun-2026 02:03 PM,finsummary_2122241.pdf (516.65 KB),AOC,1.0,SBI Bank,CE,Ghaziabad Nagar Nigam,"1,416",Nil,Nil,No,13-Apr-2026 05:00 PM,30-Apr-2026 03:30 PM,13-Apr-2026 05:00 PM,30-Apr-2026 03:00 PM,NA ,NA ,13-Apr-2026 05:00 PM,30-Apr-2026 03:00 PM,23-May-2026 03:00 PM,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,116/Nirman/2026-27 Date 04.04.2026,2026_DOLBU_1136236_65,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"28,081",No,percentage,3.0%,Nil,Nil,"Construction of a drainage system and installation of interlocking tiles from Dr. Indris house to Amit house in Ward 30, Sadarpur.","Construction of a drainage system and installation of interlocking tiles from Dr. Indris house to Amit house in Ward 30, Sadarpur.",Please refer Tender documents. ,NA ,"9,36,049",Civil Works,NA ,Tender,90.0,NA ,Ghaziabad,201001.0,NA ,NA ,NA ,Ghaziabad Nagar Nigam,No ,No,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,AOC
,,,,,,,,,,,,,,,,,,,,,,2,6072205,DSV ENTERPRISES,30-Apr-2026 01:37 PM,Rejected-Finance,L2,15-Jun-2026 02:03 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,3,6072458,JAIVEER SINGH CONTRACTOR,28-Apr-2026 01:25 PM,Rejected-Finance,L2,15-Jun-2026 02:03 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,6077804,JP SHAKTI CONSTRUCTION,29-Apr-2026 08:24 PM,Accepted-AOC,L1,15-Jun-2026 02:07 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,6063547,M/S CHOUDHARY ASSOCIATES,23-Apr-2026 08:16 AM,Rejected-Finance,L2,15-Jun-2026 02:03 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,6072888,M/S GAUD AND CONSTRUCTION COMPNAY,27-Apr-2026 07:19 PM,Rejected-Technical,all requried not complete,23-May-2026 01:06 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7,6080217,M/s Mahadev Constructions,30-Apr-2026 02:09 PM,Rejected-Finance,L2,15-Jun-2026 02:03 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,8,6077827,M/S NVYA CONTRACTORS,29-Apr-2026 05:38 PM,Rejected-Finance,L2,15-Jun-2026 02:03 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,9,6077634,M/S RIDHIMA WEAVTAX PRIVATE LIMITED,30-Apr-2026 09:12 AM,Rejected-Finance,L2,15-Jun-2026 02:03 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,10,6079359,M/S SUDHISH KUMAR JAIN,30-Apr-2026 01:08 AM,Rejected-Finance,L2,15-Jun-2026 02:03 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,11,6076466,pragati enterprises,29-Apr-2026 08:19 AM,Rejected-Finance,L2,15-Jun-2026 02:03 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,12,6063642,RADHA ASSOCIATES,23-Apr-2026 08:46 AM,Rejected-Finance,L2,15-Jun-2026 02:03 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,13,6079069,RAQEEB CONTRACTOR,30-Apr-2026 07:38 AM,Rejected-Finance,L2,15-Jun-2026 02:03 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,14,6079823,Sarthak construction,30-Apr-2026 02:35 PM,Rejected-Finance,L2,15-Jun-2026 02:03 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,15,6066160,VASHNO MANAGEMENT SERVICES PRIVATE LIMITED,24-Apr-2026 07:53 PM,Rejected-Finance,L2,15-Jun-2026 02:03 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
