Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Er. Bharat Ram,Internal,,Bharat Ram,05-Mar-2026 09:06 PM,06-Mar-2026 12:00 PM,techsummary_2069613.pdf (564.53 KB),Technical,Attached,Bharat Ram,02-Mar-2026 09:12 PM,,13-Mar-2026,"INR 376,317.04",20.0,Bharat Ram,13-Jun-2026 02:10 PM,lot14.pdf (377.00 KB),"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti||EE FLOOD DIVISION, BALRAMPUR",2026_UPIDC_1112264_32,15/EE/2025-26,Silt Clearance work of Jamdhara Drain Near Village-Nawalganj from km. 14.450 to km. 15.850 in Distt- Balrampur,1,5898665,Amar Singh,19-Feb-2026 08:11 PM,Rejected-Technical,Technical Bid Not Qualified,05-Mar-2026 09:06 PM,Er. Bharat Ram,Internal,,Bharat Ram,10-Mar-2026 01:39 PM,finsummary_2069613.pdf (83.88 KB),Finance,Attached,Bharat Ram,10-Mar-2026 01:34 PM,,BOQ Comparative Chart,1.0,5901452.0,Jabir Khan,INR,"376,317.04",AOC,1.0,Fee/PreQual/Technical,.pdf,Technical Document,13-Feb-2026 10:00 AM,20-Feb-2026 03:00 PM,13-Feb-2026 10:00 AM,20-Feb-2026 02:00 PM,NA ,NA ,13-Feb-2026 10:00 AM,20-Feb-2026 02:00 PM,06-Mar-2026 12:00 PM,"14,000",Yes,fixed,,Nil,Nil,766.0,Nil,Nil,No,Executive Engineer,Flood Division Balrampur,Silt Clearance work of Jamdhara Drain Near Village-Nawalganj from km. 14.450 to km. 15.850 in Distt- Balrampur,As Per Tender Notice,As Per Tender Notice ,NA ,"6,97,000",Civil Works,NA ,Tender,90.0,20.0,Balrampur,271201.0,NA ,NA ,NA ,Balrampur,No ,No,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti||EE FLOOD DIVISION, BALRAMPUR",15/EE/2025-26,2026_UPIDC_1112264_32,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,5900828,DEV CONTRACTOR,20-Feb-2026 10:17 AM,Rejected-Technical,Technical Bid Not Qualified,05-Mar-2026 09:06 PM,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,5901452,Jabir Khan,20-Feb-2026 12:02 PM,Accepted-AOC,L1,13-Jun-2026 02:10 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,5898570,M/S AJEET KUMAR SINGH,19-Feb-2026 08:06 PM,Rejected-Technical,Technical Bid Not Qualified,05-Mar-2026 09:06 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,5902059,M/s Dhruv Singh Contractor,20-Feb-2026 01:21 PM,Rejected-Technical,Technical Bid Not Qualified,05-Mar-2026 09:06 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,5896286,M/S SUSHIL KUMAR SINGH CONTACTOR,19-Feb-2026 08:20 PM,Rejected-Finance,L4,10-Mar-2026 01:39 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7,5894005,RAJESH KUMAR MISHRA,20-Feb-2026 10:30 AM,Rejected-Finance,L2,10-Mar-2026 01:39 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,8,5891695,Ram Charan Verma,19-Feb-2026 04:23 PM,Rejected-Finance,L3,10-Mar-2026 01:39 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,9,5900984,Santosh Kumar Singh,20-Feb-2026 10:30 AM,Rejected-Technical,Technical Bid Not Qualified,05-Mar-2026 09:06 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,10,5899869,S.M. TRADERS,20-Feb-2026 12:49 AM,Rejected-Technical,Technical Bid Not Qualified,05-Mar-2026 09:06 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
