Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
Technical,Send for Technical Evolution,Vinay Kumar Mishra,30-May-2026 05:40 PM,,03-Jun-2026,"INR 650,090.26",10.0,Vinay Kumar Mishra,03-Jun-2026 04:55 PM,22.pdf (349.00 KB),MR SANJEEV OJHA,Internal,Vinay Kumar Mishra (EO) Shashikant Yadav (JE) Rajan Chaudhari (Lipik),Vinay Kumar Mishra,31-May-2026 01:45 PM,01-Jun-2026 09:00 AM,techsummary_2155666.pdf (244.38 KB),1.0,6151358.0,KRISHNA CONSTRUCTION,29-May-2026 01:29 PM,Rejected-Finance,L3,03-Jun-2026 12:07 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Mubarakpur Azamgarh,2026_DOLBU_1150914_22,205/NNPMUBARAKPUR/2026-27 DT-20-05-2026,WORK NO 22,1.0,6150647.0,RAM PRASAD YADAV,INR,"650,090.26",MR SANJEEV OJHA,Internal,Vinay Kumar Mishra (EO) Shashikant Yadav (JE) Rajan Chaudhari (Lipik),Vinay Kumar Mishra,03-Jun-2026 12:07 PM,finsummary_2155666.pdf (338.24 KB),Finance,Three bidders participated in this tender all submitted for Financial Evaluation,Rajan haudhary,01-Jun-2026 11:31 AM,,BOQ Comparative Chart,AOC,1,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Please Refer Tender Documents,Directorate of Local Bodies UP||Nagar Palika Parishad Mubarakpur Azamgarh,205/NNPMUBARAKPUR/2026-27 DT-20-05-2026,2026_DOLBU_1150914_22,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"65,074",No,percentage,10.0%,EO,MUBARAKPUR,WORK NO 22,WORK NO 22,Please refer Tender documents. ,NA ,"6,50,741",Civil Works,NA ,Tender,10.0,10.0,MUBARAKPUR,276404.0,NA ,NA ,NA ,NPP MUBARAKPUR,No ,No,768.0,EO,MUBARAKPUR,No,20-May-2026 02:00 PM,30-May-2026 04:30 PM,20-May-2026 02:15 PM,30-May-2026 04:00 PM,NA ,NA ,20-May-2026 02:30 PM,30-May-2026 04:00 PM,01-Jun-2026 09:00 AM,EXCUTIVE OFFICER,NPP MUBARAKPUR,AOC
,,,,,,,,,,,,,,,,,,2.0,6150647.0,RAM PRASAD YADAV,29-May-2026 09:33 AM,Accepted-AOC,L1,03-Jun-2026 04:56 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2,BC - Bankers Cheque,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,3.0,6152477.0,s k construction,29-May-2026 06:55 PM,Rejected-Finance,L2,03-Jun-2026 12:07 PM,,,,,,,,,,,,,,,,,,,,,,AOC,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
