Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
11-Jun-2026,"INR 6,722,942",270.0,Vishnoo Kumar,11-Jun-2026 02:08 PM,BonKhalor.pdf (192.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,2026_REDUP_1139702_1,1754/SE/RED/Tender/ 2025-26/Dt 31/03/26,Construction of black road from the house of village Khalaur (Hasiram Suryavanshi) to Neem river bridge on Chacharai Jatpura link road.,1.0,6081320.0,M/s Kapil Kumar Sharma,INR,"6,722,942",1,6081320,M/s Kapil Kumar Sharma,01-May-2026 09:31 AM,Accepted-AOC,L1,11-Jun-2026 02:08 PM,Finance,Khalor,Vishnoo Kumar,10-Jun-2026 06:41 PM,finance_2128021.pdf,BOQ Comparative Chart,SE RED MRT,Internal,EE SE and DAO,Vishnoo Kumar,15-May-2026 07:06 PM,18-May-2026 12:00 PM,techsummary_2128021.pdf (259.38 KB),Technical,Khalor,Vishnoo Kumar,15-May-2026 07:03 PM,technical_2128021.pdf,EE RED BSR,Internal,EE and DAO,Vishnoo Kumar,11-Jun-2026 01:29 PM,finsummary_2128021.pdf (64.36 KB),AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,1754/SE/RED/Tender/ 2025-26/Dt 31/03/26,2026_REDUP_1139702_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,35,000",No,fixed,,Nil,Nil,1.0,SBI Bank,SE RED MRT,SE RED MRT,"2,714",Nil,Nil,No,Construction of black road from the house of village Khalaur (Hasiram Suryavanshi) to Neem river bridge on Chacharai Jatpura link road.,Construction of black road from the house of village Khalaur (Hasiram Suryavanshi) to Neem river bridge on Chacharai Jatpura link road.,Please refer Tender documents. ,NA ,"67,74,000",Civil Works,NA ,Tender,90.0,270.0,EE RED BSR,203001.0,SE RED MRT ,SE RED MRT ,27-Apr-2026 11:00 AM ,SE RED MRT,No ,No,25-Apr-2026 10:00 AM,02-May-2026 12:30 PM,25-Apr-2026 10:00 AM,01-May-2026 04:00 PM,NA ,NA ,25-Apr-2026 10:00 AM,01-May-2026 04:00 PM,18-May-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,T2,AOC
,,,,,,,,,,,,,,,2,6081244,M/S NARESH KUMAR SHARMA CONTRACTOR,01-May-2026 01:36 PM,Rejected-Finance,L2,11-Jun-2026 01:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,AOC
