S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage
1,6090019,A K ENTERPRISES,05-May-2026 01:03 PM,Rejected-Finance,Not Selected in Lottery,11-May-2026 11:55 AM,1.0,6082983.0,Ms/ Shah Enterprises,INR,"699,038","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1142810_1,772/AA-4/25-26,Construction work of road by C.C. from Udan Children Park to KESCO gate in khalasi line ward-10 zone-4.,29-May-2026,"INR 699,038",45.0,MEENAKSHI AGARWAL,02-Jun-2026 07:18 PM,udan_childred_AOC.pdf (98.00 KB),AOC issue,Finance,TF,MEENAKSHI AGARWAL,06-May-2026 05:19 PM,finance_2134252.pdf,BOQ Comparative Chart,EE 4,Internal,EE 4,MEENAKSHI AGARWAL,11-May-2026 11:55 AM,finsummary_2134252.pdf (44.15 KB),EE 4,Internal,EE 4,MEENAKSHI AGARWAL,11-May-2026 10:49 AM,techsummary_2134252.pdf (44.15 KB),AOC,1.0,SBI Bank,1.0,Fee/PreQual/Technical/Finance,.pdf,Scan copy of Affidavit of pending works on Rs. 100 stamp,"Kanpur Municipal Corporation, Kanpur, UP",772/AA-4/25-26,2026_NNKAN_1142810_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction work of road by C.C. from Udan Children Park to KESCO gate in khalasi line ward-10 zone-4.,Construction work of road by C.C. from Udan Children Park to KESCO gate in khalasi line ward-10 zone-4.,Please refer Tender documents. ,NA ,"8,22,398",Civil Works,NA ,Tender,90.0,45.0,ward-10 Benajhabar,208001.0,NA ,NA ,NA ,"Executive Engineer Office, Motijheel, Kanpur",No ,No,"82,240",No,percentage,10.0%,Nil,Nil,"1,180",Nil,Nil,No,30-Apr-2026 11:45 AM,05-May-2026 04:00 PM,30-Apr-2026 11:45 AM,05-May-2026 03:00 PM,NA ,NA ,30-Apr-2026 11:45 AM,05-May-2026 03:00 PM,"Chief Engineer, KNN","Chief Engineer office, KNN, Motijheel",AOC
2,6086917,BALAJI BUILDERS,05-May-2026 11:45 AM,Rejected-Finance,Not Selected in Lottery,11-May-2026 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,6088949,KSHAMA ENTERPRISES,04-May-2026 09:38 PM,Rejected-Finance,Not Selected in Lottery,11-May-2026 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,6084438,M/S ATUL KUMAR SINGH,03-May-2026 05:46 PM,Rejected-Finance,Not Selected in Lottery,11-May-2026 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,6089155,M/s Farhan Enterprises,05-May-2026 12:03 AM,Rejected-Finance,Not Selected in Lottery,11-May-2026 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,6088247,M/S SANJAY SHARMA,04-May-2026 05:15 PM,Rejected-Finance,Not Selected in Lottery,11-May-2026 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,6082983,Ms/ Shah Enterprises,04-May-2026 01:29 PM,Accepted-AOC,AOC issue,02-Jun-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,6088810,M/s S.R. ENTERPRISES,04-May-2026 08:47 PM,Rejected-Finance,Not Selected in Lottery,11-May-2026 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,6088277,M/s Super Construction Company,04-May-2026 07:25 PM,Rejected-Finance,Not Selected in Lottery,11-May-2026 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,6083105,R.R ENTERPRISES & COMPANY,02-May-2026 01:01 PM,Rejected-Finance,Not Selected in Lottery,11-May-2026 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
11,6085639,S.A.Enterprises,03-May-2026 07:32 PM,Rejected-Finance,Not Selected in Lottery,11-May-2026 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
12,6089218,T S ENTERPRISES,05-May-2026 12:56 AM,Rejected-Finance,Not Selected in Lottery,11-May-2026 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
13,6083231,YAQOOT TRADERS,04-May-2026 06:19 PM,Rejected-Finance,Not Selected in Lottery,11-May-2026 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
