Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,116/Nirman/2026-27 Date 04.04.2026,2026_DOLBU_1136236_50,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"6,00,000",No,percentage,3.0%,Nil,Nil,CE,Ghaziabad Nagar Nigam,"11,800",Nil,Nil,No,Interlocking tiles work on road side track at Maurya Road in Mohan Nagar Zone.,Interlocking tiles work on road side track at Maurya Road in Mohan Nagar Zone.,Please refer Tender documents. ,NA ,"2,00,00,000",Civil Works,NA ,Tender,90.0,NA ,Ghaziabad,201001.0,NA ,NA ,NA ,Ghaziabad Nagar Nigam,No ,No,13-Apr-2026 03:00 PM,30-Apr-2026 03:30 PM,13-Apr-2026 03:00 PM,30-Apr-2026 03:00 PM,NA ,NA ,13-Apr-2026 03:00 PM,30-Apr-2026 03:00 PM,21-May-2026 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,1.0,SBI Bank,AOC,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1136236_50,116/Nirman/2026-27 Date 04.04.2026,Interlocking tiles work on road side track at Maurya Road in Mohan Nagar Zone.,1,6076939,ARUN CONSTRUCTION CO,29-Apr-2026 11:45 AM,Accepted-AOC,L1,12-Jun-2026 12:35 PM,1.0,6076939.0,ARUN CONSTRUCTION CO,INR,"17,000,000",Finance,Finance,narendra kumar chaudhary,21-May-2026 03:49 PM,,BOQ Comparative Chart,ce,Internal,,Kuldeep Kumar Tamar,12-Jun-2026 12:32 PM,finsummary_2122007.pdf (379.29 KB),CE,Internal,,Kuldeep Kumar Tamar,19-May-2026 12:46 PM,21-May-2026 03:00 PM,techsummary_2122007.pdf (864.28 KB),Technical,Technical,Kuldeep Kumar Tamar,02-May-2026 12:15 PM,,12-Jun-2026,"INR 17,000,000",60.0,Kuldeep Kumar Tamar,12-Jun-2026 12:35 PM,50116.pdf (379.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,2,6078755,MALIK CONSTRUCTION,30-Apr-2026 10:26 AM,Rejected-Finance,L2,12-Jun-2026 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,6080033,M/S KRISHNA ASSOCIATES,30-Apr-2026 11:45 AM,Rejected-Finance,L2,12-Jun-2026 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,6080083,M/S MAHESH CHAND CONTRACTORS,30-Apr-2026 12:24 PM,Rejected-Finance,L2,12-Jun-2026 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,6072195,M/S NORTH INDIA DEVELOPERS,29-Apr-2026 06:23 PM,Rejected-Finance,L2,12-Jun-2026 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,6,6079836,M/S RUDRAKSHA ENGINEERS AND CONTRACTOR PVT LTD,30-Apr-2026 10:59 AM,Rejected-Technical,all requried not complete,19-May-2026 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,7,6078152,M/S SHANTANU CONSTRUCTION,29-Apr-2026 03:55 PM,Rejected-Finance,L2,12-Jun-2026 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,8,6075577,M/s Yesh Builders,30-Apr-2026 12:05 PM,Rejected-Technical,all requried not complete,19-May-2026 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,9,6074514,R G Buildtech Engineers Limited,30-Apr-2026 12:52 PM,Rejected-Finance,L2,12-Jun-2026 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,10,6080285,SHREEJI INFRAPROJECTS P LTD,30-Apr-2026 12:48 PM,Rejected-Finance,L2,12-Jun-2026 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
