Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Directorate of Local Bodies UP||Nagar Panchayat Ganjmooradabad Unnao,34/n.p.g.m./peyjal/2026-27,2026_DOLBU_1144990_16,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"LAYING OF PVC PIPELINE 90 MM DIA FOR WATER SUPPLY FROM KALLU CHAIMIYAA HOUSE TO FOOLMIYAAN HOUSE,WARD NO-8, NAGAR PANCHAYAT GANJ MORADABAD,UNNAO.","LAYING OF PVC PIPELINE 90 MM DIA FOR WATER SUPPLY FROM KALLU CHAIMIYAA HOUSE TO FOOLMIYAAN HOUSE,WARD NO-8, NAGAR PANCHAYAT GANJ MORADABAD,UNNAO.",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Nagar Panchayat Ganjmuradabad Unnao,209868.0,NA ,NA ,NA ,Nagar Panchayat Ganjmuradabad Unnao,No ,No,05-May-2026 02:00 PM,26-May-2026 02:00 PM,05-May-2026 02:00 PM,26-May-2026 12:00 PM,NA ,NA ,05-May-2026 02:00 PM,26-May-2026 12:00 PM,05-Jun-2026 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,Terms And Condition,264.0,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,No,1,DD - Demand Draft,"22,443",No,fixed,,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,AOC,Directorate of Local Bodies UP||Nagar Panchayat Ganjmooradabad Unnao,2026_DOLBU_1144990_16,34/n.p.g.m./peyjal/2026-27,"LAYING OF PVC PIPELINE 90 MM DIA FOR WATER SUPPLY FROM KALLU CHAIMIYAA HOUSE TO FOOLMIYAAN HOUSE,WARD NO-8, NAGAR PANCHAYAT GANJ MORADABAD,UNNAO.",1.0,6137484.0,H.I ENTERPRISES,23-May-2026 02:21 PM,Rejected-Finance,High quoted amount,05-Jun-2026 02:34 PM,1.0,6138155.0,m/s ashiyana enterprises,INR,"223,759.44",Executive Officer/Chairman,Internal,,Pratik Verma,05-Jun-2026 02:34 PM,finsummary_2139977.pdf (435.64 KB),Finance,summary,Pratik Verma,05-Jun-2026 02:16 PM,finance_2139977.pdf,BOQ Comparative Chart,Technical,admitted,Gunjan Gupta,30-May-2026 12:58 PM,,05-Jun-2026,"INR 223,759.44",90.0,Pratik Verma,05-Jun-2026 02:46 PM,finalnoting.pdf (436.00 KB),AOC,Executive Officer/Chairman,Internal,,Pratik Verma,05-Jun-2026 01:05 PM,05-Jun-2026 02:00 PM,techsummary_2139977.pdf (388.28 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,2,BC - Bankers Cheque,,,,,,,,,AOC,,,,,2.0,6138155.0,m/s ashiyana enterprises,23-May-2026 09:14 PM,Accepted-AOC,Low quoted amount,05-Jun-2026 02:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,AOC,,,,,3.0,6136894.0,M/S BHARAT ENTERPRISES,23-May-2026 08:20 AM,Rejected-Finance,High quoted amount,05-Jun-2026 02:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
