Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
Er Narendra Chaudhry,Internal,,Narendra chaudhary,22-May-2026 05:29 PM,22-May-2026 05:30 PM,techsummary_2134606.pdf (456.78 KB),20-Jun-2026,"INR 3,321,202.43",90.0,Narendra chaudhary,20-Jun-2026 03:06 PM,Tanayi00004.pdf (1101.00 KB),l1,Technical,sUMMARY,Narendra chaudhary,22-May-2026 05:27 PM,technical_2134606.pdf,Er Narendra Chaudhry,Internal,,Narendra chaudhary,20-Jun-2026 03:04 PM,finsummary_2134606.pdf (1101.12 KB),Finance,Summary,Narendra chaudhary,20-Jun-2026 03:01 PM,finance_2134606.pdf,BOQ Comparative Chart,1.0,6082012.0,M/S RAHUL PRATAP SINGH,INR,"3,321,202.43",1,6082561,M/S LAKSHMI SHANKAR,02-May-2026 04:25 PM,Rejected-AOC,l2,20-Jun-2026 03:05 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2026_REDUP_1142669_75,59/RED/Tender/Unnao/26-27 Dt-06-04-2026,Vikas Khand Miyanganj me Tanayi me Sarda Nahar se Dr. Surendra Singh ke Ghar tak Interlocking Et Sarak Ka Nirman.,AOC,28-Apr-2026 09:00 AM,04-May-2026 12:30 PM,28-Apr-2026 09:00 AM,04-May-2026 12:00 PM,NA ,NA ,28-Apr-2026 09:00 AM,04-May-2026 12:00 PM,22-May-2026 05:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,59/RED/Tender/Unnao/26-27 Dt-06-04-2026,2026_REDUP_1142669_75,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,384",Nil,Nil,No,1.0,SBI Bank,Vikas Khand Miyanganj me Tanayi me Sarda Nahar se Dr. Surendra Singh ke Ghar tak Interlocking Et Sarak Ka Nirman.,Vikas Khand Miyanganj me Tanayi me Sarda Nahar se Dr. Surendra Singh ke Ghar tak Interlocking Et Sarak Ka Nirman.,Plz Refer Doc ,NA ,"33,48,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED OFFICE UNNAO,No ,No,"67,000",Yes,fixed,,Nil,Nil,Er Narendra Chaudhary,Vikas Bhawan Unnao,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6082012,M/S RAHUL PRATAP SINGH,02-May-2026 11:09 AM,Accepted-AOC,l1,20-Jun-2026 03:05 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,AOC
