Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
CE,Internal,,narendra kumar chaudhary,23-May-2026 01:41 PM,23-May-2026 03:00 PM,techsummary_2121956.pdf (667.74 KB),Technical,Technical,Kuldeep Kumar Tamar,30-Apr-2026 06:34 PM,,15-Jun-2026,"INR 1,016,503",60.0,Kuldeep Kumar Tamar,15-Jun-2026 12:44 PM,38116.pdf (572.00 KB),1,6075620,BALAJI CONSTRUUCTION,28-Apr-2026 07:43 PM,Rejected-Finance,L2,15-Jun-2026 12:38 PM,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1136236_38,116/Nirman/2026-27 Date 04.04.2026,"Construction of CC road and drain from H.No. 163 to 232 and H.No. 242 to 282 in Ward-39, Nasirpur.",ce,Internal,,Kuldeep Kumar Tamar,15-Jun-2026 12:38 PM,finsummary_2121956.pdf (571.51 KB),Finance,Finance,Rajendra Singh,25-May-2026 01:01 PM,,BOQ Comparative Chart,1.0,6079850.0,MODERN CONSTRUCTION COMPANY,INR,"1,016,503",AOC,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,13-Apr-2026 03:00 PM,30-Apr-2026 03:30 PM,13-Apr-2026 03:00 PM,30-Apr-2026 03:00 PM,NA ,NA ,13-Apr-2026 03:00 PM,30-Apr-2026 03:00 PM,23-May-2026 03:00 PM,"35,877",No,percentage,3.0%,Nil,Nil,1.0,SBI Bank,CE,Ghaziabad Nagar Nigam,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,116/Nirman/2026-27 Date 04.04.2026,2026_DOLBU_1136236_38,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,416",Nil,Nil,No,"Construction of CC road and drain from H.No. 163 to 232 and H.No. 242 to 282 in Ward-39, Nasirpur.","Construction of CC road and drain from H.No. 163 to 232 and H.No. 242 to 282 in Ward-39, Nasirpur.",Please refer Tender documents. ,NA ,"11,95,887",Civil Works,NA ,Tender,90.0,NA ,Ghaziabad,201001.0,NA ,NA ,NA ,Ghaziabad Nagar Nigam,No ,No,AOC
,,,,,,,,,,,,,,,,,,2,6072517,JAIVEER SINGH CONTRACTOR,28-Apr-2026 01:41 PM,Rejected-Finance,L2,15-Jun-2026 12:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,3,6077780,JP SHAKTI CONSTRUCTION,29-Apr-2026 08:25 PM,Rejected-Finance,L2,15-Jun-2026 12:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,4,6079850,MODERN CONSTRUCTION COMPANY,30-Apr-2026 11:09 AM,Accepted-AOC,L1,15-Jun-2026 12:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,5,6079416,MS BUILDWELL,30-Apr-2026 01:14 PM,Rejected-Finance,L2,15-Jun-2026 12:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,6,6066482,M/S JAY CONSTRUCTIONS,24-Apr-2026 02:00 PM,Rejected-Finance,L2,15-Jun-2026 12:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,7,6077541,M/S RIDHIMA WEAVTAX PRIVATE LIMITED,30-Apr-2026 09:25 AM,Rejected-Finance,L2,15-Jun-2026 12:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,8,6079800,Sarthak construction,30-Apr-2026 02:12 PM,Rejected-Finance,L2,15-Jun-2026 12:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,9,6073447,SHREE BALAJI ENTERPRISES / DHRUV SHARMA,30-Apr-2026 12:43 PM,Rejected-Finance,L2,15-Jun-2026 12:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,10,6080502,Shree Radhey Constructions,30-Apr-2026 01:47 PM,Rejected-Finance,L2,15-Jun-2026 12:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
