Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
30-May-2026,"INR 3,814,241",30.0,Yogendra Singh,01-Jun-2026 02:49 PM,ward2vinodarelafin.pdf (630.00 KB),AOC,1,5986888,laxmicontruction,18-Mar-2026 10:19 PM,Accepted-AOC,L1,01-Jun-2026 02:50 PM,Directorate of Local Bodies UP||Nagar Panchayat Fatehabad Agra,2026_DOLBU_1123083_1,342/NPF/2025-26,Construction Side RCC Drain and Hume Pipe Culvert from Vinod Arela to Ramsewak Temple up to Culvert in Ward No 2 at Nagar Panchayat Fatehabad Agra,1.0,5986888.0,laxmicontruction,INR,"3,814,241",Finance,Financial Summary,Yogendra Singh,13-Apr-2026 11:15 AM,finance_2091885.pdf,BOQ Comparative Chart,EO,Internal,JE CLERK,Yogendra Singh,07-Apr-2026 01:48 PM,07-Apr-2026 01:50 PM,techsummary_2091885.pdf (220.87 KB),Technical,Technical Summary,Yogendra Singh,07-Apr-2026 01:01 PM,technical_2091885.pdf,EO,Internal,JE CLERK,Yogendra Singh,13-Apr-2026 01:38 PM,finsummary_2091885.pdf (630.44 KB),AOC,EXECUTIVE OFFICER,NP FATEHABAD,Construction Side RCC Drain and Hume Pipe Culvert from Vinod Arela to Ramsewak Temple up to Culvert in Ward No 2 at Nagar Panchayat Fatehabad Agra,Construction Side RCC Drain and Hume Pipe Culvert from Vinod Arela to Ramsewak Temple up to Culvert in Ward No 2 at Nagar Panchayat Fatehabad Agra,Please refer Tender documents. ,NA ,"38,42,677",Civil Works - Water Works,NA ,Tender,90.0,30.0,NP FATEHABAD,283111.0,NA ,NA ,NA ,NP FATEHABAD,No ,No,Directorate of Local Bodies UP||Nagar Panchayat Fatehabad Agra,342/NPF/2025-26,2026_DOLBU_1123083_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,FDR - Fixed Deposit,09-Mar-2026 06:00 PM,19-Mar-2026 03:00 PM,09-Mar-2026 06:00 PM,19-Mar-2026 02:00 PM,NA ,NA ,09-Mar-2026 06:00 PM,19-Mar-2026 02:00 PM,07-Apr-2026 01:50 PM,"4,600",Executive Officer,NP Fatehabad,No,1.0,Fee/PreQual/Technical,.pdf,nic,"78,000",No,fixed,,Executive Officer,NP Fatehabad,AOC
,,,,,,,2,5985794,M/s RAVINDRA SINGH CONTRACTOR,18-Mar-2026 04:47 PM,Rejected-AOC,L2,01-Jun-2026 02:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,AOC
,,,,,,,3,5988428,M/S SATTAR,19-Mar-2026 11:56 AM,Rejected-AOC,L3,01-Jun-2026 02:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
