Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Technical,Summary,Shailendra Chaudhary,15-Apr-2026 08:14 PM,,23-Jun-2026,"INR 1,108,450.1",90.0,Shailendra Chaudhary,23-Jun-2026 01:31 PM,1630_22.pdf (446.00 KB),"Er Shailendra Chaudhary EE RED Ambedkarnagar,",Internal,"Er Shailendra Chaudhary EE RED Ambedkarnagar, Er Yogesh Kumar AE RED Ambedkarnagar, Mr Anand Swaroop Yadav DAO RED Ambedkarnagar",ANAND SWAROOP YADAV,26-Apr-2026 02:43 PM,04-May-2026 03:00 PM,techsummary_2118737.pdf (379.51 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMBEDKAR NAGAR,2026_REDUP_1134857_22,1630/EE RED Ambedkarnagar/25-26 Dt 24/02/2026,"Under District Ambedkarnagar, Construction of CC Road from Kailash Sidharth farm to the house of Ram Janam Yadav via Brij Bihari field in village Bhupatipur Kaudahra, Lot No 22",1,6045771,M/S NEW TECH ENTERPERISES,14-Apr-2026 12:50 PM,Accepted-AOC,AOC,23-Jun-2026 01:30 PM,1.0,6045771.0,M/S NEW TECH ENTERPERISES,INR,"1,108,450.1",Er Shailendra Chaudhary EE RED Ambedkarnagar,Internal,,Shailendra Chaudhary,23-Jun-2026 01:17 PM,finsummary_2118737.pdf (445.84 KB),Finance,Summary,Shailendra Chaudhary,11-May-2026 09:16 PM,,BOQ Comparative Chart,AOC,"Under District Ambedkarnagar, Construction of CC Road from Kailash Sidharth farm to the house of Ram Janam Yadav via Brij Bihari field in village Bhupatipur Kaudahra, Lot No 22","Under District Ambedkarnagar, Construction of CC Road from Kailash Sidharth farm to the house of Ram Janam Yadav via Brij Bihari field in village Bhupatipur Kaudahra, Lot No 22",Please refer Tender documents. ,NA ,"9,40,000",Civil Works,NA ,Tender,90.0,90.0,Ambedkarnagar,224001.0,"EE RED Ayodhya, Vikas Bhawan, Ayodhya ","EE RED Ambedkarnagar, Vikas Bhawan, Ambedkarnagar  ",13-Apr-2026 11:00 AM ,"EE RED Ayodhya, Vikas Bhawan, Ayodhya",No ,No,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMBEDKAR NAGAR,1630/EE RED Ambedkarnagar/25-26 Dt 24/02/2026,2026_REDUP_1134857_22,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,09-Apr-2026 12:00 PM,15-Apr-2026 03:00 PM,09-Apr-2026 12:00 PM,15-Apr-2026 12:00 PM,NA ,NA ,09-Apr-2026 12:00 PM,15-Apr-2026 12:00 PM,04-May-2026 03:00 PM,"EE RED Ayodhya, Vikas Bhawan, Ayodhya","EE RED Ambedkarnagar, Vikas Bhawan, Ambedkarnagar",767.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,"18,800",No,percentage,2.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,2,6045760,M/S YOGENDRA KUMAR SINGH CONSTRUCTION COMPANY,14-Apr-2026 12:56 PM,Rejected-Finance,Rejected,23-Jun-2026 01:17 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,AOC
