Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
E.O.,Internal,"A.E. Jal, J.E. Jal, J.E. Civil, Accountant",Indresh Kumar Yadav,25-May-2026 10:40 AM,25-May-2026 11:00 AM,techsummary_2135237.pdf (420.68 KB),Technical,Summary,Indresh Kumar Yadav,25-May-2026 09:32 AM,,29-Jun-2026,"INR 3,984,011.53",90.0,Indresh Kumar Yadav,29-Jun-2026 05:10 PM,workorder.pdf (765.00 KB),1st Lowest amount,Directorate of Local Bodies UP||Nagar Palika Parishad Jaunpur Jaunpur,2026_DOLBU_1143163_14,190/8-Nirman,Civil work 14,1,6109935,M/s Vimla Construction,12-May-2026 12:14 PM,Accepted-AOC,1st Lowest amount,29-Jun-2026 05:10 PM,1.0,6109935.0,M/s Vimla Construction,INR,"3,984,011.53",E.O.,Internal,"A.E. Jal, J.E. jal, J.E. Civil, Accountant",Indresh Kumar Yadav,29-Jun-2026 05:05 PM,finsummary_2135237.pdf (194.55 KB),Finance,Summary,Indresh Kumar Yadav,29-Jun-2026 05:01 PM,,BOQ Comparative Chart,AOC,E.O.,NPP Jaunpur,Directorate of Local Bodies UP||Nagar Palika Parishad Jaunpur Jaunpur,190/8-Nirman,2026_DOLBU_1143163_14,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"3,37,662",No,fixed,,E.O.,NPP Jaunpur,1.0,FDR - Fixed Deposit,"4,485",E.O.,NPP Jaunpur,No,Civil work 14,Civil work 14,Please refer Tender documents. ,NA ,"39,84,411",Civil Works,NA ,Tender,90.0,NA ,NPP Jaunpur,222001.0,NA ,NA ,NA ,NPP Jaunpur,No ,No,29-Apr-2026 03:00 PM,12-May-2026 04:00 PM,29-Apr-2026 03:00 PM,12-May-2026 03:00 PM,NA ,NA ,29-Apr-2026 04:00 PM,12-May-2026 03:00 PM,25-May-2026 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Technical document,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,6107721,Shakuntala Construction,11-May-2026 08:11 PM,Rejected-Finance,2nd Lowest amount,29-Jun-2026 05:05 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial document,AOC
,,,,,,,,,,,,,,,,,,,,,,,3,6107048,Shiv Kumar Maurya,11-May-2026 04:23 PM,Rejected-Finance,2nd Lowest amount,29-Jun-2026 05:05 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
