Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Er Narendra Chaudhry,Internal,,Narendra chaudhary,22-May-2026 03:59 PM,22-May-2026 04:00 PM,techsummary_2134580.pdf (474.30 KB),20-Jun-2026,"INR 2,666,899.07",90.0,Narendra chaudhary,20-Jun-2026 03:11 PM,Ajay0005.pdf (1043.00 KB),l1,Technical,Summary,Narendra chaudhary,22-May-2026 02:54 PM,technical_2134580.pdf,Finance,Summary,Narendra chaudhary,20-Jun-2026 03:08 PM,finance_2134580.pdf,BOQ Comparative Chart,Er Narendra Chaudhry,Internal,,Narendra chaudhary,20-Jun-2026 03:10 PM,finsummary_2134580.pdf (1042.66 KB),1.0,6082017.0,M/S RAHUL PRATAP SINGH,INR,"2,666,899.07",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2026_REDUP_1142669_60,59/RED/Tender/Unnao/26-27 Dt-06-04-2026,Gram Panchyat Chaimyani Mazra Basti Khera me Ajay Tiwari ke Darwaje se Santu sahu Ke Darwaje tak. Vikash Khand- Purwa,1,6082401,M/S LAKSHMI SHANKAR,02-May-2026 04:43 PM,Rejected-AOC,l2,20-Jun-2026 03:11 PM,AOC,"54,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,59/RED/Tender/Unnao/26-27 Dt-06-04-2026,2026_REDUP_1142669_60,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Er Narendra Chaudhary,Vikas Bhawan Unnao,28-Apr-2026 09:00 AM,04-May-2026 12:30 PM,28-Apr-2026 09:00 AM,04-May-2026 12:00 PM,NA ,NA ,28-Apr-2026 09:00 AM,04-May-2026 12:00 PM,22-May-2026 04:00 PM,1.0,SBI Bank,"2,384",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Gram Panchyat Chaimyani Mazra Basti Khera me Ajay Tiwari ke Darwaje se Santu sahu Ke Darwaje tak. Vikash Khand- Purwa,Gram Panchyat Chaimyani Mazra Basti Khera me Ajay Tiwari ke Darwaje se Santu sahu Ke Darwaje tak. Vikash Khand- Purwa,Plz Refer Doc ,NA ,"26,87,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED OFFICE UNNAO,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6082017,M/S RAHUL PRATAP SINGH,02-May-2026 11:12 AM,Accepted-AOC,l1,20-Jun-2026 03:11 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,AOC
