Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
20-Jun-2026,"INR 216,420.68",180.0,Bhaskar Mishra,22-Jun-2026 05:16 PM,LOI4.pdf (922.00 KB),Total Contract Value Rs. 216420.68,1,6180896,Ismaile Khan Contractor,09-Jun-2026 12:53 AM,Accepted-AOC,Ist Lowest Rate,22-Jun-2026 05:16 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,2026_SCIDC_1157160_1,215-4/E.E. BLY/E-Tender/BLY/2026-27 Dt. 04.06.2026,"Construction of Guard Room at Composite School, Jasauli, Bareilly",1.0,6180896.0,Ismaile Khan Contractor,INR,"216,420.68",Finance,Financial Bid Opening Summary,Bhaskar Mishra,20-Jun-2026 06:15 PM,finance_2168344.pdf,BOQ Comparative Chart,Vinod Kumar Kardam,Internal,"Vinod Kumar Kardam, Bhaskar Mishra",Bhaskar Mishra,20-Jun-2026 12:36 PM,20-Jun-2026 12:40 PM,techsummary_2168344.pdf (439.56 KB),Technical,Technical Bid Opening Summary,Bhaskar Mishra,20-Jun-2026 12:12 PM,technical_2168344.pdf,Vinod Kumar Kardam,Internal,"Vinod Kumar Kardam, Bhaskar Mishra",Bhaskar Mishra,20-Jun-2026 06:38 PM,finsummary_2168344.pdf (740.06 KB),AOC,04-Jun-2026 06:00 PM,10-Jun-2026 02:00 PM,04-Jun-2026 06:00 PM,10-Jun-2026 01:00 PM,NA ,NA ,04-Jun-2026 06:00 PM,10-Jun-2026 01:00 PM,20-Jun-2026 12:40 PM,1.0,RTGS - RTGS Payment,Executive Engineer Officer,"UPSCIDCO. 154, Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,215-4/E.E. BLY/E-Tender/BLY/2026-27 Dt. 04.06.2026,2026_SCIDC_1157160_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,531.0,EE UPSCIDCO,BAREILLY,No,"Construction of Guard Room at Composite School, Jasauli, Bareilly","Construction of Guard Room at Composite School, Jasauli, Bareilly","Construction of Guard Room at Composite School, Jasauli, Bareilly ",NA ,"2,16,659",Civil Works - Buildings,"Const. of Guard Room at Composite School, Jasauli ",Tender,90.0,180.0,Bareilly,243001.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Notice, Fee, EMD and BOQ","4,400",No,fixed,,EE UPSCIDCO,BAREILLY,AOC
,,,,,,,2,6184084,M/s Bagesh And Sons,10-Jun-2026 12:47 AM,Rejected-AOC,IInd Lowest Rate,22-Jun-2026 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,AOC
,,,,,,,3,6184129,NAZEER AHMAD CONTRACTOR,10-Jun-2026 01:53 AM,Rejected-Technical,"Disqualified, Not fulfil as par NIT Condition",20-Jun-2026 12:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
