S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Technical,944.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,1/RED/Tender/2026-27,2026_REDUP_1140667_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,23-Apr-2026 10:00 AM,02-May-2026 12:30 PM,23-Apr-2026 10:00 AM,30-Apr-2026 12:00 PM,NA ,NA ,23-Apr-2026 10:00 AM,30-Apr-2026 12:00 PM,13-May-2026 12:30 PM,"79,000",No,fixed,,Nil,Nil,"Construction of C.C. and drain from Village Pt. Taukalpur Asphalt Road to Primary School, Assembly Sidhauli, Block Gondlamau","Construction of C.C. and drain from Village Pt. Taukalpur Asphalt Road to Primary School, Assembly Sidhauli, Block Gondlamau",Please refer Tender documents. ,NA ,"39,18,579",Civil Works,NA ,Tender,90.0,NA ,"Gondlamau, Sitapur.",261001.0,NA ,NA ,NA ,"Office of EE RED, Sitapur.",No ,No,EE RED Sitapur,"Vikas Bhawan, Sitapur",AOC,Technical,Two bid have been received and send For Technical Evaluation,Gyanendra Kumar,02-May-2026 05:29 PM,,Gyanendra Kumar,Internal,,Gyanendra Kumar,15-May-2026 04:16 PM,finsummary_2130082.pdf (525.33 KB),Finance,Two bid have been received and send For Financial Evaluation,Gyanendra Kumar,13-May-2026 12:56 PM,,BOQ Comparative Chart,Gyanendra Kumar,Internal,,Gyanendra Kumar,12-May-2026 11:54 AM,13-May-2026 12:30 PM,techsummary_2130082.pdf (340.64 KB),04-Jun-2026,"INR 3,914,268",90.0,Ravi Pratap Singh,17-Jun-2026 06:36 PM,10.pdf (358.00 KB),1,6077670,KAMLENDRA VIKRAM SINGH,29-Apr-2026 02:13 PM,Accepted-AOC,L1,17-Jun-2026 06:35 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,2026_REDUP_1140667_1,1/RED/Tender/2026-27,"Construction of C.C. and drain from Village Pt. Taukalpur Asphalt Road to Primary School, Assembly Sidhauli, Block Gondlamau",1.0,6077670.0,KAMLENDRA VIKRAM SINGH,INR,"3,914,268",AOC
,,2,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6078373,M/s Mannat Construction,29-Apr-2026 05:24 PM,Rejected-Finance,Higher Rate Quoted,15-May-2026 04:16 PM,,,,,,,,,,AOC
