Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"1,180",Nil,Nil,No,Directorate of Local Bodies UP||Aligarh Municipal Corporation,6269(07)/NNA/2025-26,2026_DOLBU_1115732_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,NIRMAN WORK,NIRMAN WORK,Please refer Tender documents. ,NA ,"1,00,000",Civil Works,NA ,Tender,90.0,30.0,ALIGARH,202001.0,NA ,NA ,NA ,NAGAR NIGAM ALIGARH,No ,No,EE,NAGAR NIGAM ALIGARH,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"1,00,000",No,fixed,,Nil,Nil,10-Apr-2026 05:00 PM,22-Apr-2026 11:00 AM,10-Apr-2026 05:00 PM,21-Apr-2026 05:00 PM,NA ,NA ,10-Apr-2026 05:00 PM,21-Apr-2026 05:00 PM,25-May-2026 05:05 PM,AOC,ce,Internal,ee,Rajesh Kumar,25-May-2026 04:59 PM,25-May-2026 05:05 PM,techsummary_2118901.pdf (193.42 KB),Finance,ok,Rajesh Kumar,04-Jun-2026 04:45 PM,,BOQ Comparative Chart,ce,Internal,ee,Rajesh Kumar,04-Jun-2026 04:59 PM,finsummary_2118901.pdf (239.77 KB),Technical,all documents complete,Rajesh Kumar,25-May-2026 01:35 PM,technical_2118901.pdf,1,6059515,M/S L.N INFRATECH,20-Apr-2026 03:54 PM,Rejected-Finance,ok,04-Jun-2026 04:59 PM,1.0,6059359.0,Sadar Ali,INR,"998,000",Directorate of Local Bodies UP||Aligarh Municipal Corporation,2026_DOLBU_1115732_2,6269(07)/NNA/2025-26,NIRMAN WORK,15-Jun-2026,"INR 998,000",30.0,Rajvir Singh,15-Jun-2026 06:55 PM,cammetti.pdf (193.00 KB),ok,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6059359,Sadar Ali,20-Apr-2026 03:16 PM,Accepted-AOC,k,15-Jun-2026 06:55 PM,,,,,,,,,,,,,,,,,AOC
