Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
02-Jun-2026,"INR 1,083,672",90.0,Chaman Srivastava,02-Jun-2026 02:54 PM,jeevanshah_tiraha.pdf (455.00 KB),FINAL,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1141321_5,3785/EE/RED/Tender/25-26 Dt. 14-03-2026,Jeevan shah Tirahe par Jal Nigam karyalay ke gate se Guru Krapa market hote huye sarbajanik Sauchalay tak apex sadak abam Nali ka nirman karya.,1.0,6067161.0,SANJAY AGARWAL,INR,"1,083,672",1,6067200,DENESH KUMAR SEHGAL,28-Apr-2026 06:38 PM,Rejected-Finance,N,02-Jun-2026 02:52 PM,Technical,FINAL,Chaman Srivastava,15-May-2026 04:14 PM,technical_2131509.pdf,Rajneesh Kumar,Internal,EE AE DAO,Chaman Srivastava,02-Jun-2026 02:52 PM,finsummary_2131509.pdf (455.09 KB),Finance,FINAL,Chaman Srivastava,02-Jun-2026 02:50 PM,,BOQ Comparative Chart,Rajneesh Kumar,Internal,EE AE DAO,Chaman Srivastava,15-May-2026 04:16 PM,20-May-2026 12:30 PM,techsummary_2131509.pdf (276.61 KB),AOC,1.0,SBI Bank,"22,000",Yes,fixed,,Nil,Nil,24-Apr-2026 03:00 PM,30-Apr-2026 03:30 PM,24-Apr-2026 03:00 PM,30-Apr-2026 12:00 PM,NA ,NA ,24-Apr-2026 03:00 PM,30-Apr-2026 12:00 PM,20-May-2026 12:30 PM,Jeevan shah Tirahe par Jal Nigam karyalay ke gate se Guru Krapa market hote huye sarbajanik Sauchalay tak apex sadak abam Nali ka nirman karya.,Jeevan shah Tirahe par Jal Nigam karyalay ke gate se Guru Krapa market hote huye sarbajanik Sauchalay tak apex sadak abam Nali ka nirman karya.,Please refer Tender documents. ,NA ,"10,56,000",Civil Works,NA ,Tender,90.0,90.0,Jeevan shah Tirahe par Jal Nigam karyalay ke gate,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,EE RED Jhansi,EE RED Jhansi,1,Fee/PreQual/Technical,.pdf,sbd,854.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,3785/EE/RED/Tender/25-26 Dt. 14-03-2026,2026_REDUP_1141321_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,2,6067161,SANJAY AGARWAL,28-Apr-2026 07:15 PM,Accepted-AOC,Y,02-Jun-2026 02:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,AOC
