S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,SBI Bank,Construction work of Khandja from village Alampur towards Liha Alampur Gaushala in development block Sikandrarao,Construction work of Khandja from village Alampur towards Liha Alampur Gaushala in development block Sikandrarao,Please refer Tender documents. ,NA ,"17,55,000",Civil Works,NA ,Tender,90.0,90.0,HATHRAS,204101.0,NA ,NA ,NA ,EE RED HATHRAS,No ,No,"36,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,NIT,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE ALIGARH CIRCLE||EE HATHRAS,865/EE/RED/2025-26 DT-30.03.2026,2026_REDUP_1135752_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,13-Apr-2026 06:10 PM,12-May-2026 12:30 PM,13-Apr-2026 06:10 PM,12-May-2026 12:00 PM,NA ,NA ,13-Apr-2026 06:10 PM,12-May-2026 12:00 PM,18-May-2026 12:30 PM,854.0,Nil,Nil,No,EE RED HATHRAS,EE RED HATHRAS,AOC,Finance,financial Bid,Ashok Sharma,19-May-2026 03:26 PM,finance_2120571.pdf,BOQ Comparative Chart,EERED HATHRAS,Internal,"EE, AE, DAO",Ashok Sharma,13-May-2026 03:23 PM,18-May-2026 12:30 PM,techsummary_2120571.pdf (357.56 KB),Technical,Technical Bid,Ashok Sharma,13-May-2026 03:16 PM,technical_2120571.pdf,EERED HATHRAS,Internal,"EE, AE, DAO",Ashok Sharma,19-May-2026 03:32 PM,finsummary_2120571.pdf (169.14 KB),05-Jun-2026,"INR 2,039,372",90.0,Ashok Sharma,05-Jun-2026 03:00 PM,AlampurBondCopy.pdf (165.00 KB),L1,1.0,6107795.0,SUMAN CONSTRACTION,INR,"2,039,372",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE ALIGARH CIRCLE||EE HATHRAS,2026_REDUP_1135752_1,865/EE/RED/2025-26 DT-30.03.2026,Construction work of Khandja from village Alampur towards Liha Alampur Gaushala in development block Sikandrarao,1,6099539,Balveer Singh,08-May-2026 04:54 PM,Rejected-Technical,"Clause 3.1 (a) (2), Clause 2.4 of ITB",13-May-2026 03:23 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6107499,DINESH CHANDRA,12-May-2026 11:53 AM,Rejected-Technical,Clause 2.4 of ITB,13-May-2026 03:23 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6107573,MAA DURGE CONSTRUCTION,11-May-2026 07:43 PM,Rejected-Finance,L2,19-May-2026 03:32 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6106291,M/S JITENDRA CONSTRUCTIONS,12-May-2026 07:28 AM,Rejected-Technical,Clause 2.4 of ITB,13-May-2026 03:23 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6107983,SHREE KRISHNA ENTERPRISES,11-May-2026 10:47 PM,Rejected-Technical,Clause 3.1 (a) (1),13-May-2026 03:23 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6107795,SUMAN CONSTRACTION,11-May-2026 10:55 PM,Accepted-AOC,L1,05-Jun-2026 03:00 PM,AOC
