Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Praveen Kumar,"SE, Varanasi Circle P.W.D., Varanasi","2,714",Nil,Nil,No,"3,54,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Fee and EMD,23-Apr-2026 03:00 PM,30-Apr-2026 12:30 PM,23-Apr-2026 03:00 PM,30-Apr-2026 12:00 PM,NA ,NA ,23-Apr-2026 03:00 PM,30-Apr-2026 12:00 PM,05-May-2026 03:30 PM,"Chief Engineer PWD Varanasi Zone||S.E. Varanasi Circle,PWD, Varanasi||PROVINCIAL DIVISION PWD CHANDAULI",2051/183Com-VNSCircle/2026-27 Dated-02.04.2026,2026_CEUVZ_1140776_9,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Vikash Khand Sadar Chandauli Ke Gram Hadarika ke Fuganipur Me Ashapur Road Tengari ke ghar tak Sidewall and Interlocking Sampark Marg,Vikash Khand Sadar Chandauli Ke Gram Hadarika ke Fuganipur Me Ashapur Road Tengari ke ghar tak Sidewall and Interlocking Sampark Marg,Please refer Tender documents. ,NA ,"35,41,000",Civil Works,NA ,Tender,90.0,NA ,Chandauli,232101.0,NA ,NA ,NA ,"SE, Varanasi Circle P.W.D., Varanasi",No ,No,AOC,Praveen kumar,Internal,,Rajesh Kumar,07-May-2026 04:37 PM,finsummary_2130332.pdf (190.12 KB),Technical,All Accepted,Rajesh Kumar,05-May-2026 02:53 PM,,Praveen kumar,Internal,,Rajesh Kumar,05-May-2026 03:17 PM,05-May-2026 03:30 PM,techsummary_2130332.pdf (480.69 KB),Finance,All Accepted,Rajesh Kumar,07-May-2026 04:35 PM,,BOQ Comparative Chart,1.0,6078101.0,BALMIKI TRADERS,29-Apr-2026 04:04 PM,Rejected-Finance,Not Qualified,07-May-2026 04:37 PM,"Chief Engineer PWD Varanasi Zone||S.E. Varanasi Circle,PWD, Varanasi||PROVINCIAL DIVISION PWD CHANDAULI",2026_CEUVZ_1140776_9,2051/183Com-VNSCircle/2026-27 Dated-02.04.2026,Vikash Khand Sadar Chandauli Ke Gram Hadarika ke Fuganipur Me Ashapur Road Tengari ke ghar tak Sidewall and Interlocking Sampark Marg,1.0,6075511.0,M/S POOJA ENTERPRISES,INR,"2,546,539.5",14-May-2026,"INR 2,546,539.5",180.0,Rajesh Kumar,04-Jun-2026 02:09 PM,Ashapur.pdf (899.00 KB),AOC
,,,,,,,,,,,,,,.pdf,Technical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6075511.0,M/S POOJA ENTERPRISES,28-Apr-2026 06:54 PM,Accepted-AOC,Qualified,04-Jun-2026 02:09 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
