Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
Er. Surya Prakash,Internal,,Surya Prakash,19-May-2026 01:54 PM,20-May-2026 10:00 AM,techsummary_2123804.pdf (1783.38 KB),Technical,Technical Bid Open,Surya Prakash,12-May-2026 05:35 PM,,22-Jun-2026,"INR 1,146,243.57",120.0,Surya Prakash,22-Jun-2026 12:09 PM,12.pdf (1394.00 KB),1,6104696,MADAN PAL SINGH,11-May-2026 08:06 AM,Rejected-Finance,Highest Rate,22-Jun-2026 12:07 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2026_REDUP_1137168_17,2403/RED DEORIA/E-TENDER/2025-26. DATED 31.03.2026,GRAMSABHA DUBAULI ME SHRI MOHAN DUBEY KE BOUNDRY SE PANI KE TANKI TAK INTERLOCKING SADAK TAK CC ROAD KA NIRMAN KARYA,Finance,Financial Bid Open,Surya Prakash,20-May-2026 03:45 PM,,BOQ Comparative Chart,Er. Surya Prakash,Internal,,Surya Prakash,22-Jun-2026 12:07 PM,finsummary_2123804.pdf (1394.12 KB),1.0,6100759.0,Rana Vikramaditya Singh,INR,"1,146,243.57",AOC,16-Apr-2026 10:00 AM,12-May-2026 02:30 PM,16-Apr-2026 10:00 AM,11-May-2026 12:00 PM,NA ,NA ,16-Apr-2026 10:00 AM,11-May-2026 12:00 PM,20-May-2026 10:00 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2403/RED DEORIA/E-TENDER/2025-26. DATED 31.03.2026,2026_REDUP_1137168_17,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EXECUTIVE ENGINEER,"OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERING DEPARTMENT, DIVISION DEORIA","27,000",Yes,fixed,,Nil,Nil,766.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,1.0,SBI Bank,GRAMSABHA DUBAULI ME SHRI MOHAN DUBEY KE BOUNDRY SE PANI KE TANKI TAK INTERLOCKING SADAK TAK CC ROAD KA NIRMAN KARYA,GRAMSABHA DUBAULI ME SHRI MOHAN DUBEY KE BOUNDRY SE PANI KE TANKI TAK INTERLOCKING SADAK TAK CC ROAD KA NIRMAN KARYA,Please Refer Tender Document ,NA ,"13,53,000",Civil Works,NA ,Tender,120.0,120.0,DEORIA,274001.0,NA ,NA ,NA ,DEORIA,No ,No,1.0,DATE1,Date,,AOC
,,,,,,,,,,,,,,,,,,2,6100759,Rana Vikramaditya Singh,10-May-2026 03:59 PM,Accepted-AOC,Lowest Rate,22-Jun-2026 12:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC
