Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
25-Apr-2026 06:00 PM,02-May-2026 04:00 PM,25-Apr-2026 06:00 PM,01-May-2026 04:00 PM,NA ,NA ,25-Apr-2026 06:00 PM,01-May-2026 04:00 PM,23-May-2026 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,T1,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,1843/RED/Tender-File/2025-26 Dt. 31-03-2026,2026_REDUP_1141808_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction work on the main road in Village Karanpur extending from Jagveer Singh house to Pratap Singh plot,Construction work on the main road in Village Karanpur extending from Jagveer Singh house to Pratap Singh plot,Please refer Tender documents. ,NA ,"18,24,912",Civil Works,NA ,Tender,90.0,180.0,EE RED Bulandshahr,203001.0,EE RED Bulandshahr ,EE RED Bulandshahr ,27-Apr-2026 12:00 PM ,EE RED Bulandshahr,No ,No,EE RED Bulandshahr,EE RED Bulandshahr,1.0,SBI Bank,944.0,Nil,Nil,No,"37,000",No,fixed,,Nil,Nil,AOC,Finance,Karanpur,Vishnoo Kumar,06-Jun-2026 12:53 PM,finance_2132404.pdf,BOQ Comparative Chart,EE RED BSR,Internal,EE and DAO,Vishnoo Kumar,20-May-2026 12:13 PM,23-May-2026 12:00 PM,techsummary_2132404.pdf (891.86 KB),Technical,Karanpur,Vishnoo Kumar,20-May-2026 11:59 AM,technical_2132404.pdf,EE RED BSR,Internal,EE and DAO,Vishnoo Kumar,06-Jun-2026 01:03 PM,finsummary_2132404.pdf (62.69 KB),06-Jun-2026,"INR 1,814,875",180.0,Vishnoo Kumar,06-Jun-2026 05:26 PM,BonKaranpur.pdf (442.00 KB),1,6081921,CLAP CONTRACTING,01-May-2026 03:33 PM,Rejected-Technical,clause 3.1(a) i of ITB,20-May-2026 12:13 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,2026_REDUP_1141808_1,1843/RED/Tender-File/2025-26 Dt. 31-03-2026,Construction work on the main road in Village Karanpur extending from Jagveer Singh house to Pratap Singh plot,1.0,6079852.0,SANJEEV KUMAR CONTRACTOR,INR,"1,814,875",AOC
,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6077611,M/S ASHOK KUMAR CONTRACTOR AND SUPPLIERS,30-Apr-2026 02:29 PM,Rejected-Finance,L2,06-Jun-2026 01:03 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6079852,SANJEEV KUMAR CONTRACTOR,30-Apr-2026 10:58 AM,Accepted-AOC,L1,06-Jun-2026 05:27 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6077792,SHRI BHAGVAN SHARMA CONTRACTOR AND SUPPLIERS,30-Apr-2026 11:06 AM,Rejected-Finance,L3,06-Jun-2026 01:03 PM,,,,,,,,,,AOC
