S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,"12,000",Yes,fixed,,Nil,Nil,Lot-02 gram ajaur nahar pul se shailendra rajbhar ke ghar ke tarafh cc Worck,Lot-02 gram ajaur nahar pul se shailendra rajbhar ke ghar ke tarafh cc Worck,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,NA ,BALLIA,277001.0,NA ,NA ,NA ,EE RED DIV BALLIA,No ,No,EE RED DIV BALLIA,EE RED DIV BALLIA,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,373/EE/RED 04-05-2026,2026_REDUP_1151388_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,23-May-2026 09:00 AM,28-May-2026 12:30 PM,23-May-2026 09:00 AM,28-May-2026 12:00 PM,NA ,NA ,23-May-2026 09:00 AM,28-May-2026 12:00 PM,03-Jun-2026 10:00 AM,1,Fee/PreQual/Technical,.pdf,sbd,856.0,Nil,Nil,No,AOC,ee,Internal,AEDAO,ROLI VISHVKARMA,29-Jun-2026 04:16 PM,finsummary_2156673.pdf (32.00 KB),Technical,AEDAO,ROLI VISHVKARMA,30-May-2026 03:39 PM,technical_2156673.pdf,ee,Internal,AEDAO,Ratnesh Kumar Gond,02-Jun-2026 04:10 PM,03-Jun-2026 10:00 AM,techsummary_2156673.pdf (73.19 KB),Finance,AEDAO,ROLI VISHVKARMA,04-Jun-2026 02:53 PM,finance_2156673.pdf,BOQ Comparative Chart,1.0,6145756.0,MAA XONSTRUCTION AND SUPPLIERS,INR,"591,629.85",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,2026_REDUP_1151388_1,373/EE/RED 04-05-2026,Lot-02 gram ajaur nahar pul se shailendra rajbhar ke ghar ke tarafh cc Worck,1,6145821,DIWAN YADAV,27-May-2026 02:58 PM,Rejected-Finance,2lowest,29-Jun-2026 04:16 PM,29-Jun-2026,"INR 591,629.85",90.0,ROLI VISHVKARMA,29-Jun-2026 04:21 PM,RispansivNonRispansiv.pdf (32.00 KB),AEDAO,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6145756,MAA XONSTRUCTION AND SUPPLIERS,27-May-2026 02:42 PM,Accepted-AOC,AOC,29-Jun-2026 04:21 PM,,,,,,,,AOC
