Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Er Gyanendra Kumar SE RED Lucknow Circle,Internal,"Er Gyanendra Kumar SE RED Lucknow Circle, Er Gyanendra Kumar EE RED Sitapur, Er Noor Alam EE RED Raebareli. Er A K Sahu DAO RED Sitapur",Gyanendra Kumar,21-May-2026 10:57 AM,25-May-2026 12:00 PM,techsummary_2135354.pdf (303.89 KB),Technical,Two bid have been received and send For Technical Evaluation,Gyanendra Kumar,15-May-2026 03:07 PM,,17-Jun-2026,"INR 7,858,704",90.0,Gyanendra Kumar,17-Jun-2026 10:55 AM,28_16.pdf (651.00 KB),1,6111991,MS ABHAY PRATAP SINGH,12-May-2026 11:15 PM,Accepted-AOC,AoC,17-Jun-2026 10:55 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE,2026_REDUP_1143024_16,28/SE RED Lucknow/Sitapur/26-27 Dt 02/04/2026,"Under District Sitapur, Construction of Interlocking Road from Bargawan Marg to Nitesh house in Pisawan, Lot No 16",1.0,6111991.0,MS ABHAY PRATAP SINGH,INR,"7,858,704",Er Gyanendra Kumar SE RED Lucknow,Internal,,Gyanendra Kumar,17-Jun-2026 10:39 AM,finsummary_2135354.pdf (651.42 KB),Finance,Summary,Gyanendra Kumar,29-May-2026 02:21 PM,,BOQ Comparative Chart,AOC,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,1.0,SBI Bank,"5,000",Nil,Nil,No,SE RED Lucknow Circle,"SE RED, Near Vikas Bhawan, Sarvoday Nagar, Lucknow, 226016","1,57,320",No,percentage,2.0%,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE,28/SE RED Lucknow/Sitapur/26-27 Dt 02/04/2026,2026_REDUP_1143024_16,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Under District Sitapur, Construction of Interlocking Road from Bargawan Marg to Nitesh house in Pisawan, Lot No 16","Under District Sitapur, Construction of Interlocking Road from Bargawan Marg to Nitesh house in Pisawan, Lot No 16",Please refer Tender documents. ,NA ,"78,66,000",Civil Works,NA ,Tender,90.0,90.0,Sitapur,261001.0,SE RED Lucknow Circle ,"SE RED, Near Vikas Bhawan, Sarvoday Nagar, Lucknow, 226016  ",30-Apr-2026 11:00 AM ,SE RED Lucknow Circle,No ,No,28-Apr-2026 06:00 PM,15-May-2026 12:30 PM,28-Apr-2026 06:00 PM,14-May-2026 12:00 PM,NA ,NA ,28-Apr-2026 06:00 PM,14-May-2026 12:00 PM,25-May-2026 12:00 PM,AOC
,,,,,,,,,,,,,,,,,,2,6112016,M/s Bharat Constructions,13-May-2026 12:10 AM,Rejected-Finance,Rejected,17-Jun-2026 10:39 AM,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,Financial Documents(Boq),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
