Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Committee,Internal,Committee,BHARAM PAL SINGH,30-Apr-2026 03:30 PM,30-Apr-2026 04:00 PM,techsummary_2092500.pdf (671.88 KB),12-May-2026,"INR 6,070,068.17",120.0,RAJENDRA SINGH BHATI,24-Jun-2026 11:40 AM,ANU17.pdf (8387.00 KB),AOC,Technical,UNDER,BHARAM PAL SINGH,30-Apr-2026 03:13 PM,,Committee,Internal,Committee,BHARAM PAL SINGH,12-May-2026 03:16 PM,finsummary_2092500.pdf (562.01 KB),Finance,UNDER,BHARAM PAL SINGH,12-May-2026 03:04 PM,,BOQ Comparative Chart,1.0,5983443.0,M/S ANUSHKA CONSTRUCTION,INR,"6,070,068.17",Yamuna Expressway Industrial Development Authority,2026_YEIDA_1122864_17,YEA/GM(PROJECT)/2026/480 DT-27/02/2026,"Construction of R.C.C. Drain from Chamad Mata Mandir to Pond and C.C. road from Dr. Rajpal home to pond at Village- Sakka, YEA WC-06",1,5972513,A K GUPTA CONSTRUCTION CO,16-Mar-2026 03:13 PM,Rejected-Finance,L3,12-May-2026 03:16 PM,AOC,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC","1,881",Nil,Nil,No,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2026/480 DT-27/02/2026,2026_YEIDA_1122864_17,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,10-Mar-2026 06:55 PM,20-Mar-2026 11:00 AM,10-Mar-2026 06:55 PM,19-Mar-2026 05:00 PM,NA ,NA ,10-Mar-2026 06:55 PM,19-Mar-2026 05:00 PM,30-Apr-2026 04:00 PM,"1,40,100",No,fixed,,Nil,Nil,"Construction of R.C.C. Drain from Chamad Mata Mandir to Pond and C.C. road from Dr. Rajpal home to pond at Village- Sakka, YEA WC-06","Construction of R.C.C. Drain from Chamad Mata Mandir to Pond and C.C. road from Dr. Rajpal home to pond at Village- Sakka, YEA WC-06",Please refer Tender documents. ,NA ,"70,03,655",Civil Works,NA ,Tender,90.0,120.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"2ND FLOOR ,YEIDA OFFICE",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5973582,MANYA CONSTRUCTION AND SUPPLIERS,15-Mar-2026 01:26 AM,Rejected-Finance,L2,12-May-2026 03:16 PM,AOC,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5983443,M/S ANUSHKA CONSTRUCTION,19-Mar-2026 10:15 AM,Accepted-AOC,L1,24-Jun-2026 11:40 AM,AOC,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5986498,M/S P.R. CONSTRUCTION,19-Mar-2026 01:34 PM,Rejected-Technical,DISQUALIFIED,30-Apr-2026 03:30 PM,AOC,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5988726,M/S STRONG FOUNDATION ASSOCAITES,19-Mar-2026 02:30 PM,Rejected-Technical,DISQUALIFIED,30-Apr-2026 03:30 PM,AOC,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
