EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"96,000",No,fixed,,Nil,Nil,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,T1,SE RED Meerut,SE RED Meerut,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GAUTAM BHDDH NAGAR,11/SE/RED/MRT/Dt-02.04.2026,2026_REDUP_1145861_16,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,13-May-2026 05:00 PM,20-May-2026 12:30 PM,13-May-2026 05:00 PM,19-May-2026 05:00 PM,NA ,NA ,13-May-2026 05:00 PM,19-May-2026 05:00 PM,26-May-2026 12:30 PM,"2,714",Nil,Nil,No,Construction of interlocking tiles and drain from Pawan Kumar house to Monu Gurjar and Vikas house up to Main RCC in Yusufpur Chakshahberi.,Construction of interlocking tiles and drain from Pawan Kumar house to Monu Gurjar and Vikas house up to Main RCC in Yusufpur Chakshahberi.,Civil Work  ,NA ,"47,77,000",Civil Works,NA ,Tender,90.0,180.0,EE RED GBN,201306.0,SE RED Meerut  ,SE RED Meerut  ,15-May-2026 11:00 AM ,SE RED Meerut,No ,No,AOC,VINOD KUMAR,Internal,,ShashiBhushan Yadav,02-Jun-2026 03:32 PM,finsummary_2148856.pdf (209.05 KB),Finance,Summary,ShashiBhushan Yadav,26-May-2026 01:31 PM,finance_2148856.pdf,BOQ Comparative Chart,1.0,6124485.0,VIPIN KUMAR CONTRACTOR,INR,"4,299,668.21",1,6124224,M/s Satish Kumar,19-May-2026 11:13 AM,Rejected-Finance,L3,02-Jun-2026 03:32 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GAUTAM BHDDH NAGAR,2026_REDUP_1145861_16,11/SE/RED/MRT/Dt-02.04.2026,Construction of interlocking tiles and drain from Pawan Kumar house to Monu Gurjar and Vikas house up to Main RCC in Yusufpur Chakshahberi.,VINOD KUMAR,Internal,,ShashiBhushan Yadav,22-May-2026 05:01 PM,26-May-2026 12:30 PM,techsummary_2148856.pdf (295.28 KB),02-Jun-2026,"INR 4,299,668.21",180.0,ShashiBhushan Yadav,05-Jun-2026 06:13 PM,YusufpurPawan.pdf (496.00 KB),Technical,Summary,ShashiBhushan Yadav,22-May-2026 04:57 PM,technical_2148856.pdf,AOC
,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,6120840,OM ENTERPRISES,19-May-2026 04:49 PM,Rejected-Finance,L2,02-Jun-2026 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,6126504,R.K BUILDERS,19-May-2026 07:55 AM,Rejected-Finance,L4,02-Jun-2026 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,6124485,VIPIN KUMAR CONTRACTOR,19-May-2026 03:34 PM,Accepted-AOC,L1,05-Jun-2026 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
