S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1,6081182,M/S KAMAL VERMA THEKEDAR,30-Apr-2026 07:24 PM,Rejected-Finance,Rate Higher than other bidders.,19-Jun-2026 06:46 PM,1.0,6081131.0,TRS CONSTRUCTION PVT. LTD.,INR,"9,984,431.77",Directorate of Local Bodies UP||Nagar Panchayat Gopamau Hardoi,2026_DOLBU_1132468_1,"373/NPG/E-TENDER/2025-2026, DATE 30-03-2026",MOHALLA LALPEER ME SHAREEF KE MAKAAN SE CHC TAK SEWER LINE VISTAR KA KARYA,19-Jun-2026,"INR 9,984,431.77",90.0,Mobin Khan,24-Jun-2026 04:30 PM,Wrk.pdf (436.00 KB),Executive Officer,Internal,"Executive Officer, Clerk, JE (Civil).",Dinesh Kumar,20-May-2026 05:35 PM,20-May-2026 05:45 PM,techsummary_2113616.pdf (356.70 KB),Finance,All 03 Bids are sucessfully admitted for financial evaluation.,Mobin Khan,20-May-2026 06:04 PM,,BOQ Comparative Chart,Executive Officer,Internal,"Executive Officer, Clerk, JE (Civil)",Mobin Khan,19-Jun-2026 06:46 PM,finsummary_2113616.pdf (454.11 KB),Technical,All 03 Bids are submitted for technical evaluation.,Mobin Khan,04-May-2026 05:38 PM,,AOC,"9,987",Executive Officer,Nagar Panchayat Gopamau,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,1.0,FDR - Fixed Deposit,Directorate of Local Bodies UP||Nagar Panchayat Gopamau Hardoi,"373/NPG/E-TENDER/2025-2026, DATE 30-03-2026",2026_DOLBU_1132468_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"1,99,749",No,fixed,,Executive Officer,Nagar Panchayat Gopamau,Executive Officer,"NAGAR PANCHAYAT GOPAMAU, HARDOI",MOHALLA LALPEER ME SHAREEF KE MAKAAN SE CHC TAK SEWER LINE VISTAR KA KARYA,MOHALLA LALPEER ME SHAREEF KE MAKAAN SE CHC TAK SEWER LINE VISTAR KA KARYA,Please refer Tender documents. ,NA ,"99,87,428",Civil Works,NA ,Tender,90.0,90.0,Nagar Panchayat Gopamau,241404.0,NA ,NA ,NA ,Nagar Panchayat Gopamau,No ,No,02-Apr-2026 10:00 AM,04-May-2026 11:00 AM,02-Apr-2026 10:00 AM,01-May-2026 05:00 PM,NA ,NA ,02-Apr-2026 10:00 AM,01-May-2026 05:00 PM,20-May-2026 05:45 PM,AOC
2,6081185,M/S SINGH BROTHERS,30-Apr-2026 07:35 PM,Rejected-Finance,Rate Higher than other bidders.,19-Jun-2026 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,Finance,.xls,BOQ,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,6081131,TRS CONSTRUCTION PVT. LTD.,30-Apr-2026 07:04 PM,Accepted-AOC,Lowest Rate,24-Jun-2026 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
