Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
16-Jun-2026,"INR 475,110.36",12.0,avadhesh kumar sharma,16-Jun-2026 02:16 PM,08A.pdf (500.00 KB),Ag.No. 08/EE/2026-27 DATE 11.06.2026 SMT. NARMESH CHAUDHARY W/O SHRI BHEEM SINGH,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",2026_UPIDC_1156368_2,02/EEAID/2026-27,LOT 02 Janpad Bijnor mein Kho Nadi ke daaye kinare par sthit Sundarwali Gram ke sameep baadh surakshatmak karya.,1.0,6176191.0,NARMESH CHAUDHARY,INR,"475,110.36",1,6175247,CHAUDHARY CONSTRUCTIONS,07-Jun-2026 06:26 PM,Rejected-AOC,rejected,16-Jun-2026 02:16 PM,Finance,All bids accepted in first Stage Finencial evaluation is under process.,avadhesh kumar sharma,10-Jun-2026 02:02 PM,,BOQ Comparative Chart,Avadhesh Kumar sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV.-4 BIJNOR,avadhesh kumar sharma,09-Jun-2026 12:37 PM,10-Jun-2026 12:00 PM,techsummary_2166786.pdf (350.25 KB),Technical,All bids accepted in first Stage Technical evaluation is under process.,avadhesh kumar sharma,08-Jun-2026 04:15 PM,,Avadhesh Kumar sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV.-4 BIJNOR,avadhesh kumar sharma,16-Jun-2026 01:14 PM,finsummary_2166786.pdf (447.39 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",02/EEAID/2026-27,2026_UPIDC_1156368_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,LOT 02 Janpad Bijnor mein Kho Nadi ke daaye kinare par sthit Sundarwali Gram ke sameep baadh surakshatmak karya.,LOT 02 Janpad Bijnor mein Kho Nadi ke daaye kinare par sthit Sundarwali Gram ke sameep baadh surakshatmak karya.,AS PER NIT ,NA ,"6,98,000",Civil Works,NA ,Tender,90.0,12.0,DHAMPUR,246761.0,NA ,NA ,NA ,DHAMPUR,No ,No,EXECUTIVE ENGINEER,OFFICE OF THE EXECUTIVE ENGINEER AFZALGARH IRRIGATION DIVISION DHAMPUR,766.0,Nil,Nil,No,1.0,SBI Bank,"17,000",No,fixed,,Nil,Nil,02-Jun-2026 12:00 PM,08-Jun-2026 12:30 PM,02-Jun-2026 12:00 PM,08-Jun-2026 12:00 PM,NA ,NA ,02-Jun-2026 12:00 PM,08-Jun-2026 12:00 PM,10-Jun-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,TENDER DOCUMENTS,AOC
,,,,,,,,,,,,,,,,2,6176191,NARMESH CHAUDHARY,08-Jun-2026 09:37 AM,Accepted-AOC,accepted,16-Jun-2026 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
