Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
30-Jun-2026,"INR 3,424,476",180.0,Vishnoo Kumar,30-Jun-2026 05:00 PM,BonJalapurKarira.pdf (420.00 KB),1,6071994,M/S Harshwardhan Associates,29-Apr-2026 10:32 AM,Rejected-Finance,L3,30-Jun-2026 04:49 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,2026_REDUP_1139459_1,1754/SE/RED/Tender/ 2025-26/Dt 31/03/26,Construction of CC road and drain from Omprakash Mama house via Rahul house towards Krishnaveer Singh culvert in village Jalalpur Karira,1.0,6071933.0,SHRI BHAGVAN SHARMA CONTRACTOR AND SUPPLIERS,INR,"3,424,476",Finance,Jalapur,Vishnoo Kumar,30-Jun-2026 04:33 PM,finance_2127444.pdf,BOQ Comparative Chart,SE RED MRT,Internal,"EE, SE AND DAO",Vishnoo Kumar,15-May-2026 06:06 PM,18-May-2026 12:00 PM,techsummary_2127444.pdf (267.37 KB),Technical,Jalalpur,Vishnoo Kumar,15-May-2026 06:02 PM,technical_2127444.pdf,EE RED BSR,Internal,EE and DAO,Vishnoo Kumar,30-Jun-2026 04:49 PM,finsummary_2127444.pdf (67.12 KB),AOC,Construction of CC road and drain from Omprakash Mama house via Rahul house towards Krishnaveer Singh culvert in village Jalalpur Karira,Construction of CC road and drain from Omprakash Mama house via Rahul house towards Krishnaveer Singh culvert in village Jalalpur Karira,Please refer Tender documents. ,NA ,"34,33,000",Civil Works,NA ,Tender,90.0,180.0,EE RED BSR,203001.0,SE RED MRT ,SE RED MRT ,27-Apr-2026 11:00 AM ,SE RED MRT,No ,No,1.0,Fee/PreQual/Technical,.pdf,T2,SE RED MRT,SE RED MRT,"2,714",Nil,Nil,No,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,1754/SE/RED/Tender/ 2025-26/Dt 31/03/26,2026_REDUP_1139459_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"69,000",No,fixed,,Nil,Nil,25-Apr-2026 10:00 AM,02-May-2026 12:30 PM,25-Apr-2026 10:00 AM,01-May-2026 04:00 PM,NA ,NA ,25-Apr-2026 10:00 AM,01-May-2026 04:00 PM,18-May-2026 12:00 PM,AOC
,,,,,,2,6077849,SANJEEV KUMAR CONTRACTOR,29-Apr-2026 04:16 PM,Rejected-Finance,L2,30-Jun-2026 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,6071933,SHRI BHAGVAN SHARMA CONTRACTOR AND SUPPLIERS,28-Apr-2026 03:42 PM,Accepted-AOC,L1,30-Jun-2026 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
