Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
766.0,Nil,Nil,No,Lot 14,Internal Clearance Work of Harnaul Escape Between Km 0.000 to Km. 4.500,Please refer Tender documents. ,NA ,"8,71,000",Civil Works - Canal,NA ,Tender,90.0,10.0,"L.M.B.D.G.C., Mathura",281001.0,NA ,NA ,NA ,"L.M.B.D.G.C., Mathura",No ,No,"18,000",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||LMBDGC, mathura",01EE Lower Mat 2026-27,2026_UPIDC_1148556_14,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,20-May-2026 09:00 AM,25-May-2026 12:00 PM,20-May-2026 09:00 AM,25-May-2026 11:00 AM,NA ,NA ,20-May-2026 09:00 AM,25-May-2026 11:00 AM,01-Jun-2026 09:00 AM,Executive Engineer,"L.M.B.D.G.C., Mathura",1.0,Fee/PreQual/Technical,.pdf,Tender Document,AOC,Finance,BOQ Summary,Umesh Kumar,01-Jun-2026 09:54 PM,finance_2150044.pdf,BOQ Comparative Chart,Umesh kumar,Internal,,Umesh Kumar,02-Jun-2026 05:50 PM,finsummary_2150044.pdf (24.18 KB),1.0,6139634.0,RAMA YADAV,INR,"419,370.39",1,6140081,m/s rakesh kumar,25-May-2026 10:42 AM,Rejected-Finance,L2,02-Jun-2026 05:50 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||LMBDGC, mathura",2026_UPIDC_1148556_14,01EE Lower Mat 2026-27,Lot 14,Umesh kumar,Internal,,Umesh Kumar,27-May-2026 08:14 PM,01-Jun-2026 09:00 AM,techsummary_2150044.pdf (49.92 KB),05-Jun-2026,"INR 419,370.39",10.0,Umesh Kumar,24-Jun-2026 08:56 AM,14.pdf (436.00 KB),AOC,Technical,Report,Umesh Kumar,27-May-2026 07:45 PM,technical_2150044.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,2,6138621,M/S YAMUNA EARTH MOVERS,25-May-2026 07:09 AM,Rejected-Finance,L4,02-Jun-2026 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,6135823,NAND KISHOR,23-May-2026 03:56 PM,Rejected-Finance,L5,02-Jun-2026 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,6139634,RAMA YADAV,25-May-2026 07:45 AM,Accepted-AOC,L1,24-Jun-2026 08:56 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,5,6138956,SHRI PAWAN KUMAR,24-May-2026 03:37 PM,Rejected-Finance,L3,02-Jun-2026 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
