Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Kanpur||ID, etawah",02/EE/2026-27,2026_UPIDC_1151140_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"1,33,000",No,fixed,,Nil,Nil,22-May-2026 12:00 PM,28-May-2026 01:00 PM,22-May-2026 12:00 PM,28-May-2026 12:00 PM,NA ,NA ,22-May-2026 12:00 PM,28-May-2026 12:00 PM,02-Jun-2026 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,NIT,266.0,Nil,Nil,No,Maintenance of Harnu drain from Km. 0.000 to 20.000,Maintenance of Harnu drain from Km. 0.000 to 20.000,Please Refer Tender Document ,NA ,"13,30,000",Civil Works - Others,NA ,Tender,90.0,20.0,Kanpur Nagar,208001.0,NA ,NA ,NA ,Etawah,No ,No,Executive Engineer,Irrigation Division Near Numise Chauraha Etawah,AOC,Ramesh Chandra,Internal,,RAMESH CHANDRA,10-Jun-2026 01:49 PM,finsummary_2156186.pdf (99.99 KB),Technical,02 Bidders Admitted and 01 Bidder not Admitted,RAMESH CHANDRA,01-Jun-2026 05:49 PM,technical_2156186.pdf,Ramesh Chandra,Internal,,RAMESH CHANDRA,01-Jun-2026 05:53 PM,02-Jun-2026 03:00 PM,techsummary_2156186.pdf (100.39 KB),Finance,All Admitted,RAMESH CHANDRA,02-Jun-2026 04:51 PM,,BOQ Comparative Chart,1.0,6148393.0,DEV CONSTRUCTIONS AND SUPPLIERS,INR,"610,834","U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Kanpur||ID, etawah",2026_UPIDC_1151140_4,02/EE/2026-27,Maintenance of Harnu drain from Km. 0.000 to 20.000,1,6148393,DEV CONSTRUCTIONS AND SUPPLIERS,28-May-2026 11:59 AM,Accepted-AOC,L1,10-Jun-2026 01:53 PM,10-Jun-2026,"INR 610,834",20.0,RAMESH CHANDRA,10-Jun-2026 01:53 PM,Harnu.pdf (396.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6148087,M/S SONI CONTRACTOR,28-May-2026 11:42 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Jun-2026 05:49 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6148052,sudhir yadav,28-May-2026 10:08 AM,Rejected-AOC,L2,10-Jun-2026 01:53 PM,,,,,,,AOC
