Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
06-Jun-2026,"INR 1,609,034",60.0,Harindra Kumar,08-Jun-2026 06:20 PM,LOI.pdf (505.00 KB),Total Contract Value Rs. 1609034.00,1,6150726,GREENAGE INDIA RESOURCES PRIVATE LIMITED,29-May-2026 10:53 AM,Accepted-AOC,Ist Lowest Rate,08-Jun-2026 06:20 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Bareilly,2026_SCIDC_1152658_1,25/E.E.E. Bly/E-Tender/BLY/2026-27 Dt. 23.05.2026,SITC of On Grid Connected Rooftop solar power plants 35.0 Kw. at Vill. Hardua in Harbard International School,1.0,6150726.0,GREENAGE INDIA RESOURCES PRIVATE LIMITED,INR,"1,609,034",Finance,Financial Bid Opening Summary,Harindra Kumar,06-Jun-2026 05:20 PM,finance_2159328.pdf,BOQ Comparative Chart,Muniveer Singh,Internal,"Muniveer Singh, Harindra Kumar, Bhaskar Mishra",Harindra Kumar,04-Jun-2026 01:17 PM,04-Jun-2026 01:20 PM,techsummary_2159328.pdf (900.39 KB),Technical,Technical Bid Opening Summary,Harindra Kumar,04-Jun-2026 12:55 PM,technical_2159328.pdf,Muniveer Singh,Internal,"Muniveer Singh, Harindra Kumar, Bhaskar Mishra",Harindra Kumar,06-Jun-2026 05:27 PM,finsummary_2159328.pdf (814.98 KB),AOC,"1,652",EE UPSCIDCO,BAREILLY,No,Executive Engineer (Elect.) Officer,"UPSCIDCO, 154 Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly",SITC of On Grid Connected Rooftop solar power plants 35.0 Kw. at Vill. Hardua in Harbard International School,SITC of On Grid Connected Rooftop solar power plants 35.0 Kw. at Vill. Hardua in Harbard International School,SITC of On Grid Connected Rooftop solar power plants 35.0 Kw. at Vill. Hardua in Harbard International School  ,NA ,"16,10,000",Solar Power Plants,SITC of OnGrid Connected Rooftop solar power plant ,Tender,90.0,60.0,Bareilly,243001.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Bareilly,25/E.E.E. Bly/E-Tender/BLY/2026-27 Dt. 23.05.2026,2026_SCIDC_1152658_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,"Tender Notice, Fee, EMD and BOQ",23-May-2026 05:00 PM,30-May-2026 01:00 PM,23-May-2026 05:00 PM,30-May-2026 12:00 PM,NA ,NA ,23-May-2026 05:00 PM,30-May-2026 12:00 PM,04-Jun-2026 01:20 PM,"32,200",No,fixed,,EE UPSCIDCO,BAREILLY,AOC
,,,,,,,2,6153102,M/S B R ENTERPRISES,30-May-2026 12:24 AM,Rejected-Technical,"Disqualified, Not fulfil as par NIT Condition",04-Jun-2026 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,AOC
,,,,,,,3,6153089,M/S MAHAVEER CONSTRUCTION AND GENERAL ORDER SUPPLIERS,29-May-2026 11:37 PM,Rejected-AOC,IInd Lowest Rate,08-Jun-2026 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
