S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,SBI Bank,05-Jan-2026 09:00 AM,16-Jan-2026 04:00 PM,05-Jan-2026 09:00 AM,16-Jan-2026 03:00 PM,NA ,NA ,05-Jan-2026 09:00 AM,16-Jan-2026 03:00 PM,"CHIEF ENGINEER, KMC",MOtijheel,improvement of site patri by Interlocking Tiles From Fprmer Legislator Raghunandan Singh Bhadauriya Office in ward 47 under zone02,improvement of site patri by Interlocking Tiles From Fprmer Legislator Raghunandan Singh Bhadauriya Office in ward 47 under zone02,Please refer Tender documents. ,NA ,"4,99,353",Civil Works,NA ,Tender,90.0,30.0,zone 2,208011.0,NA ,NA ,NA ,"OFFICE OF THE CHIEF ENGINEER, KMC",No ,No,590.0,Nil,Nil,No,"Kanpur Municipal Corporation, Kanpur, UP",971/AA-2/25-26,2026_NNKAN_1103718_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,"49,935",No,percentage,10.0%,Nil,Nil,AOC,CE,Internal,,DIVAKAR BHASKAR,11-Feb-2026 12:45 PM,techsummary_2035589.pdf (194.18 KB),CE,Internal,,DIVAKAR BHASKAR,11-Feb-2026 12:47 PM,finsummary_2035589.pdf (208.16 KB),Finance,in lottery,DIVAKAR BHASKAR,20-Jan-2026 11:53 AM,,BOQ Comparative Chart,08-Jun-2026,"INR 359,703",30.0,DIVAKAR BHASKAR,29-Jun-2026 04:08 PM,1103718Rampushpainfrastructure.pdf (608.00 KB),AOC,"Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1103718_1,971/AA-2/25-26,improvement of site patri by Interlocking Tiles From Fprmer Legislator Raghunandan Singh Bhadauriya Office in ward 47 under zone02,1.0,5807267.0,RAMPUSHPA INFRASTRUCTURE,INR,"359,703",1,5804226,DEV CONSTRUCTIONS AND SUPPLIERS,14-Jan-2026 05:35 PM,Rejected-Finance,L1,11-Feb-2026 12:47 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificateofnon-pending5workasperthecontractonstamppaperofRs.100as perSerialNo.14oftenderconditions,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5807267,RAMPUSHPA INFRASTRUCTURE,15-Jan-2026 07:34 PM,Accepted-AOC,AOC,29-Jun-2026 04:08 PM,AOC
