S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
1.0,6016413.0,KRISHNA CONSTELLATION PRIVATE LIMITED,07-Apr-2026 12:27 PM,Rejected-Finance,L3,10-Jun-2026 07:02 PM,1.0,6016578.0,M/s JSP Projects Pvt Ltd,INR,"70,208,015.66",Greater Noida Industrial Development Authority,2026_GNIDA_1129800_1,SM/(E-TENDER CELL)/2026/733 DATED-20.03.2026,"Construction of Canopy over underpass at charmurti rotary, Greater Noida",12-Jun-2026,"INR 70,208,015.66",180.0,PRABHAT SHANKAR,12-Jun-2026 03:52 PM,3220.pdf (414.00 KB),AWARD LETTER,ACEO_SY,Internal,GM_FINANCE GM_PROJECT SM_TECHNICAL,PRABHAT SHANKAR,08-May-2026 06:19 PM,11-May-2026 11:00 AM,techsummary_2107525.pdf (215.08 KB),Finance,UNDER EVALUATION,PRABHAT SHANKAR,11-May-2026 01:15 PM,,BOQ Comparative Chart,ACEO_SY,Internal,GM_FINANCE GM_PROJECT SM_TECHNICAL,PRABHAT SHANKAR,10-Jun-2026 07:02 PM,finsummary_2107525.pdf (132.44 KB),Technical,UNDER EVALUATION,PRABHAT SHANKAR,09-Apr-2026 12:31 PM,,AOC,SM_TENDER CELL,GNIDA OFFICE,24-Mar-2026 06:00 PM,09-Apr-2026 11:00 AM,24-Mar-2026 06:00 PM,07-Apr-2026 05:00 PM,NA ,NA ,24-Mar-2026 06:00 PM,07-Apr-2026 05:00 PM,11-May-2026 11:00 AM,"14,13,000",No,fixed,,Nil,Nil,1.0,SBI Bank,"Construction of Canopy over underpass at charmurti rotary, Greater Noida","Construction of Canopy over underpass at charmurti rotary, Greater Noida",REFER TENDER DOCUMENT ,NA ,"7,06,24,701",Civil Works,DEVELOPMENT WORK ,Tender,90.0,180.0,GREATER NOIDA,201310.0,NA ,NA ,NA ,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,"6,770",Nil,Nil,No,Greater Noida Industrial Development Authority,SM/(E-TENDER CELL)/2026/733 DATED-20.03.2026,2026_GNIDA_1129800_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"TENDER FEE, EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",AOC
2.0,6016578.0,M/s JSP Projects Pvt Ltd,07-Apr-2026 01:16 PM,Accepted-AOC,L1,12-Jun-2026 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,AOC
3.0,6028320.0,Raj Shyama Constructions Pvt. Ltd.,07-Apr-2026 04:30 PM,Rejected-Finance,L2,10-Jun-2026 07:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENT,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,AOC
