S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1,6122571,ANIL KUMAR SINGH,17-May-2026 06:17 PM,Rejected-AOC,L2,22-Jun-2026 05:18 PM,1.0,6122414.0,ANURAG CONSTRUCTIONS,INR,"2,729,234","U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Varansi||BD, varanasi",2026_UPIDC_1147578_5,04/EE/BDV/2026-27,Earth Work in correcting internal section of Nagva Kharan Drain from Km. 2.000 to Km. 11.000,05-Jun-2026,"INR 2,729,234",20.0,SURESH CHANDRA AZAD,22-Jun-2026 05:18 PM,Lot05.pdf (456.00 KB),L1,Shri Suresh Chandra Azad,Internal,"Shri Sudhir Kumar Pal, E.E., G.C.D.B, Shri Manoj Kumar, DAO, BDV",SURESH CHANDRA AZAD,01-Jun-2026 03:48 PM,finsummary_2146975.pdf (372.93 KB),Technical,Bid opening summary,SURESH CHANDRA AZAD,26-May-2026 01:41 PM,technical_2146975.pdf,"Shri Suresh Chandra Azad, E.E., BDV",Internal,"Shri Sudhir Kumar Pal, E.E., G.C.D, Bhadohi, Shri Monoj Komar, DAO, BDV",SURESH CHANDRA AZAD,26-May-2026 04:49 PM,27-May-2026 10:00 AM,techsummary_2146975.pdf (357.91 KB),Finance,Bid opening summary,SURESH CHANDRA AZAD,01-Jun-2026 03:43 PM,finance_2146975.pdf,BOQ Comparative Chart,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Varansi||BD, varanasi",04/EE/BDV/2026-27,2026_UPIDC_1147578_5,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,12-May-2026 10:00 AM,18-May-2026 03:00 PM,12-May-2026 10:00 AM,18-May-2026 02:00 PM,NA ,NA ,12-May-2026 10:00 AM,18-May-2026 02:00 PM,27-May-2026 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,"2,360",Nil,Nil,No,Earth Work in correcting internal section of Nagva Kharan Drain from Km. 2.000 to Km. 11.000,Earth Work in correcting internal section of Nagva Kharan Drain from Km. 2.000 to Km. 11.000,Please refer Tender documents. ,NA ,"27,76,000",Civil Works,NA ,Tender,90.0,20.0,Chandauli,232104.0,NA ,NA ,NA ,"Executive Engineer, Bandhi Division, Varanasi",No ,No,Executive Engineer,"Executive Engineer, Bandhi Division, Varunapuram Sinchai Colony, Sigra, Varanasi","56,000",Yes,fixed,,Nil,Nil,AOC
2,6122414,ANURAG CONSTRUCTIONS,18-May-2026 12:10 PM,Accepted-AOC,L1,22-Jun-2026 05:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,6124307,Krishna Kumar Singh,18-May-2026 01:13 PM,Rejected-Technical,Technical Not Qulified,26-May-2026 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
