Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Technical,TENDER OPENED,RAM BHAROSHA TIWARY,20-May-2026 11:55 AM,technical_2143168.pdf,16-Jun-2026,"INR 1,771,618",90.0,RAM BHAROSHA TIWARY,15-Jun-2026 01:00 PM,Ahimanpur.pdf (390.00 KB),AOC,Pragya parmita,Internal,AE DAO,RAM BHAROSHA TIWARY,20-May-2026 12:19 PM,20-May-2026 02:00 PM,techsummary_2143168.pdf (274.08 KB),1,6113720,SHIV SHAKTI,13-May-2026 05:04 PM,Rejected-Finance,highest rate,15-Jun-2026 12:44 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE BHADOHI,2026_REDUP_1145926_30,07/RED/Tender Notice/2026-27 Dt 04-04-2026,Block aurai gram ahimanpur lolarakh gautam ke ghar se khamaria lalanagar mukhya marg tak interlocking karya.,Finance,financial bid openned,RAM BHAROSHA TIWARY,15-Jun-2026 12:36 PM,finance_2143168.pdf,BOQ Comparative Chart,Pragya Parmita,Internal,"AE, DAO",RAM BHAROSHA TIWARY,15-Jun-2026 12:44 PM,finsummary_2143168.pdf (389.69 KB),1.0,6114072.0,SHREE CONSTRUCTIONS,INR,"1,771,618",AOC,EXECUTIVE ENGINEER,VIKAS BHAWAN GYANPUR,1.0,SBI Bank,"1,094",Nil,Nil,No,08-May-2026 06:00 PM,15-May-2026 12:30 PM,08-May-2026 06:00 PM,15-May-2026 12:00 PM,NA ,NA ,08-May-2026 06:00 PM,15-May-2026 12:00 PM,20-May-2026 02:00 PM,1,Fee/PreQual/Technical,.pdf,SBD,"30,000",No,fixed,,Nil,Nil,Block aurai gram ahimanpur lolarakh gautam ke ghar se khamaria lalanagar mukhya marg tak interlocking karya.,Road,Please refer Tender documents. ,NA ,"15,03,000",Civil Works - Roads,NA ,Rate Contract,90.0,NA ,BHADOHI,221304.0,NA ,NA ,NA ,VIKAS BHAWAN GYANPUR,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE BHADOHI,07/RED/Tender Notice/2026-27 Dt 04-04-2026,2026_REDUP_1145926_30,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,2,6114072,SHREE CONSTRUCTIONS,13-May-2026 07:25 PM,Accepted-AOC,Aoc,15-Jun-2026 01:00 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
