Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SAHARANPUR,2026_REDUP_1126320_2,1346/RED/cashier/25-26 dt 03-02-2026,GRAM CHUNHAITI GADA ME AADIL KE MAKAAN SE TEEN WALI MASZID KI ORE C.C. ROAD VAI NAALI NIRMAAN KARYA.,1.0,5989018.0,M A CONSTRUCTION,INR,"1,865,593.88",1.0,5989252.0,AHATSHAM CONTRACTOR,19-Mar-2026 03:31 PM,Rejected-Finance,L2,02-Jun-2026 11:11 AM,02-Jun-2026,"INR 1,865,593.88",90.0,Rajendra Kumar,02-Jun-2026 11:13 AM,dd.pdf (98.00 KB),ok,Ravi,Internal,pavan kumar rajender kumar,Rajendra Kumar,02-Jun-2026 11:11 AM,finsummary_2100328.pdf (98.11 KB),Technical,ok,Rajendra Kumar,04-Apr-2026 04:44 PM,technical_2100328.pdf,Ravi,Internal,Rajender kumar pavan kumar,Rajendra Kumar,06-Apr-2026 03:38 PM,06-Apr-2026 05:00 PM,techsummary_2100328.pdf (98.11 KB),Finance,ok,Rajendra Kumar,02-Jun-2026 11:07 AM,,BOQ Comparative Chart,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SAHARANPUR,1346/RED/cashier/25-26 dt 03-02-2026,2026_REDUP_1126320_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,GRAM CHUNHAITI GADA ME AADIL KE MAKAAN SE TEEN WALI MASZID KI ORE C.C. ROAD VAI NAALI NIRMAAN KARYA.,GRAM CHUNHAITI GADA ME AADIL KE MAKAAN SE TEEN WALI MASZID KI ORE C.C. ROAD VAI NAALI NIRMAAN KARYA.,GRAM CHUNHAITI GADA ME AADIL KE MAKAAN SE TEEN WALI MASZID KI ORE C.C. ROAD VAI NAALI NIRMAAN KARYA. ,NA ,"18,70,000",Civil Works,NA ,Tender,90.0,90.0,EE red saharanpur,247001.0,EE red saharanpur vikas bhawan delhi road saharanp ,EE red saharanpur vikas bhawan delhi road saharanp ,19-Mar-2026 11:00 AM ,EE red saharanpur vikas bhawan delhi road saharanp,No ,No,"37,400",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Technical bids,18-Mar-2026 10:00 AM,25-Mar-2026 12:30 PM,18-Mar-2026 10:00 AM,24-Mar-2026 12:00 PM,NA ,NA ,18-Mar-2026 10:00 AM,24-Mar-2026 12:00 PM,06-Apr-2026 05:00 PM,Executive Engineer,EE red saharanpur vikas bhawan delhi road saharanp,766.0,Nil,Nil,No,AOC
,,,,,,,,,2.0,5989018.0,M A CONSTRUCTION,19-Mar-2026 02:53 PM,Accepted-AOC,ok,02-Jun-2026 11:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,fess and emd,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,As per BOQ,,,,,,,,,,,,,,,,AOC
