Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||EE Chitaurgarh Dam Construction Division Balrampur",2026_UPIDC_1155161_1,01/EE/2026-27,Earth work in recoupment and strengthening of damaged section of Sonpur Minor Between km. 1.700 to 1.820,1.0,6166969.0,M/S RAM KRISHAN MISHRA CONTRECTOR,INR,"309,803",1,6165912,DEV PRAKASH TRIPATHI,04-Jun-2026 11:54 AM,Rejected-Technical,Disqualified,17-Jun-2026 03:07 PM,22-Jun-2026,"INR 309,803",10.0,akhilesh kumar singh,22-Jun-2026 12:55 PM,1.pdf (765.00 KB),AOC,Akhilesh Kumar Singh,Internal,,akhilesh kumar singh,22-Jun-2026 12:47 PM,finsummary_2163827.pdf (194.86 KB),Technical,Technical Summary Report,akhilesh kumar singh,17-Jun-2026 02:55 PM,technical_2163827.pdf,Akhilesh Kumar Singh,Internal,,akhilesh kumar singh,17-Jun-2026 03:07 PM,17-Jun-2026 03:15 PM,techsummary_2163827.pdf (194.86 KB),Finance,Financial Summary Report,akhilesh kumar singh,22-Jun-2026 12:21 PM,finance_2163827.pdf,BOQ Comparative Chart,AOC,1.0,Fee/PreQual/Technical,.pdf,NIT,"14,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,29-May-2026 10:00 AM,04-Jun-2026 03:00 PM,29-May-2026 10:00 AM,04-Jun-2026 02:00 PM,NA ,NA ,29-May-2026 10:00 AM,04-Jun-2026 02:00 PM,17-Jun-2026 03:15 PM,Earth work in recoupment and strengthening of damaged section of Sonpur Minor Between km. 1.700 to 1.820,Earth work in recoupment and strengthening of damaged section of Sonpur Minor Between km. 1.700 to 1.820.,Please refer Tender documents. ,NA ,"6,93,000",Civil Works - Canal,NA ,Tender,90.0,10.0,Tulsipur Balrampur,271208.0,NA ,NA ,NA ,Chaittaurgarh Bandh Nirman Khand Balrampur,No ,No,766.0,Nil,Nil,No,Executive Engineer,Saryu Nahar Colony Civil Line Pahalwara Balrampur,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||EE Chitaurgarh Dam Construction Division Balrampur",01/EE/2026-27,2026_UPIDC_1155161_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,2,6166806,LALTA PRASAD MAURYA,04-Jun-2026 09:01 AM,Rejected-Finance,Disqualified,22-Jun-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6166969,M/S RAM KRISHAN MISHRA CONTRECTOR,04-Jun-2026 10:27 AM,Accepted-AOC,AOC,22-Jun-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,6165947,Onkar nath Dwevedi,04-Jun-2026 11:31 AM,Rejected-Finance,Disqualified,22-Jun-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,6165823,RAJESH KUMAR MISHRA,04-Jun-2026 11:36 AM,Rejected-Finance,Disqualified,22-Jun-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,6165301,Rakesh Kumar Tripathi Contractor And Supplier,03-Jun-2026 04:32 PM,Rejected-Finance,Disqualified,22-Jun-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,6164827,RAMRAJ MISHRA CONTRACTOR,03-Jun-2026 02:11 PM,Rejected-Technical,Disqualified,17-Jun-2026 03:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,8,6166751,RAMTIRATH MISHRA (RAMTIRATH MISHRA CONTRACTOR),04-Jun-2026 08:49 AM,Rejected-Technical,Disqualified,17-Jun-2026 03:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
