Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No.1,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Construction of New Police Taalgram Under Thana Taalgram as Purpose of Security of Traffic at Agra-Lucknow Expressway District-Kannoj (U.P.),Construction of New Police Taalgram Under Thana Taalgram as Purpose of Security of Traffic at Agra-Lucknow Expressway District-Kannoj (U.P.),Please refer Tender documents. ,NA ,"1,92,10,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,District-Kannoj (U.P.),209725.0,NA ,NA ,NA ,Lucknow,No ,No,"17,700",Nil,Nil,No,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow,95/UPPCL/GM-7/E-TENDER/2025-26 Dated-28.03.2026,2026_UPPRC_1134250_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"3,84,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,BIDDOC,1.0,Other,Other,,07-Apr-2026 06:00 PM,13-Apr-2026 04:00 PM,07-Apr-2026 06:00 PM,13-Apr-2026 02:00 PM,NA ,NA ,07-Apr-2026 06:00 PM,13-Apr-2026 02:00 PM,23-Apr-2026 04:00 PM,"General Manager, Zone-7, Lucknow","General Manager, Zone-7, U.P. Projects Corporation Ltd. Lucknow. Gomti Barrage, Left Bank, Gomti Nagar Lucknow.",1.0,SBI Bank,AOC,Technical,Enclosed,RAKESH VERMA,22-Apr-2026 07:43 PM,technical_2117431.pdf,"General Manager, Zone-7, Lucknow",Internal,"General Manager, Zone-3, Ayodhya, Project Manager, Unit-10, Kanpur, Accountant, Unit-10, Kanpur",RAKESH VERMA,10-Jun-2026 08:40 PM,finsummary_2117431.pdf (2942.77 KB),Finance,Enclosed,RAKESH VERMA,10-Jun-2026 08:36 PM,finance_2117431.pdf,BOQ Comparative Chart,"General Manager, Zone-7, Lucknow",Internal,"General Manager, Zone-3, Ayodhya, Project Manager, Unit-10, Kanpur, Accountant, Unit-10, Kanpur",RAKESH VERMA,22-Apr-2026 07:46 PM,23-Apr-2026 04:00 PM,techsummary_2117431.pdf (2942.77 KB),10-Jun-2026,"INR 19,075,128.98",180.0,RAKESH VERMA,10-Jun-2026 08:43 PM,AOC95.pdf (595.00 KB),Enclosed,1,6041190,M/S KAMAKHYA KIRTI ENTERPRISES,13-Apr-2026 01:46 PM,Accepted-AOC,Accepted,10-Jun-2026 08:43 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow,2026_UPPRC_1134250_1,95/UPPCL/GM-7/E-TENDER/2025-26 Dated-28.03.2026,Construction of New Police Taalgram Under Thana Taalgram as Purpose of Security of Traffic at Agra-Lucknow Expressway District-Kannoj (U.P.),1.0,6041190.0,M/S KAMAKHYA KIRTI ENTERPRISES,INR,"19,075,128.98",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6040165,P N INFRAVENTURE PRIVATE LIMITED,10-Apr-2026 07:12 PM,Rejected-AOC,Accepted,10-Jun-2026 08:43 PM,,,,,,,,,,AOC
