Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"1,711",E.O.,NPP Jaunpur,No,"1,02,607",No,fixed,,E.O.,NPP Jaunpur,Directorate of Local Bodies UP||Nagar Palika Parishad Jaunpur Jaunpur,192/8-Nirman,2026_DOLBU_1143237_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical document,29-Apr-2026 03:00 PM,12-May-2026 04:00 PM,29-Apr-2026 03:00 PM,12-May-2026 03:00 PM,NA ,NA ,29-Apr-2026 04:00 PM,12-May-2026 03:00 PM,25-May-2026 12:00 PM,1.0,FDR - Fixed Deposit,Civil work 6,Civil work 6,Please refer Tender documents. ,NA ,"12,10,767",Civil Works,NA ,Tender,60.0,NA ,NPP Jaunpur,222001.0,NA ,NA ,NA ,NPP Jaunpur,No ,No,E.O.,NPP Jaunpur,AOC,E.O.,Internal,"A.E. Jal, J.E. Jal, J.E. Civil, Accountant",Indresh Kumar Yadav,25-May-2026 11:58 AM,25-May-2026 12:00 PM,techsummary_2135381.pdf (423.55 KB),Finance,Summary,Indresh Kumar Yadav,29-Jun-2026 11:42 AM,,BOQ Comparative Chart,E.O.,Internal,"A.E. Jal, J.E. jal, J.E. Civil, Accountant",Indresh Kumar Yadav,29-Jun-2026 11:50 AM,finsummary_2135381.pdf (192.46 KB),Technical,Summary,Indresh Kumar Yadav,25-May-2026 10:57 AM,,Directorate of Local Bodies UP||Nagar Palika Parishad Jaunpur Jaunpur,2026_DOLBU_1143237_6,192/8-Nirman,Civil work 6,1.0,6105879.0,Ajesh Yadav,INR,"1,198,658.31",1,6105879,Ajesh Yadav,11-May-2026 12:44 PM,Accepted-AOC,1st Lowest amount,29-Jun-2026 11:55 AM,29-Jun-2026,"INR 1,198,658.31",60.0,Indresh Kumar Yadav,29-Jun-2026 11:54 AM,workorder.pdf (761.00 KB),1st Lowest amount,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial document,,,,,,,,,,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6108975,DURGAVATI,12-May-2026 08:06 AM,Rejected-Finance,3rd Lowest amount,29-Jun-2026 11:50 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6108903,M/S RAJ CONSTRUCTION,12-May-2026 07:46 AM,Rejected-Finance,2nd Lowest amount,29-Jun-2026 11:50 AM,,,,,,,,AOC
